scenario,run,algorithm,fe,objective
S2,0,PSO,419,0.5497863237444589
S2,0,PSO,424,0.5497863237444589
S2,0,PSO,429,0.5497863237444589
S2,0,PSO,434,0.5497863237444589
S2,0,PSO,439,0.5497863237444589
S2,0,PSO,444,0.5497863237444589
S2,0,PSO,449,0.5497863237444589
S2,0,PSO,454,0.5497863237444589
S2,0,PSO,459,0.5497863237444589
S2,0,PSO,464,0.5453922373976953
S2,0,PSO,469,0.5453922373976953
S2,0,PSO,474,0.5453922373976953
S2,0,PSO,479,0.5453922373976953
S2,0,PSO,484,0.5453922373976953
S2,0,PSO,489,0.5453922373976953
S2,0,PSO,494,0.5453922373976953
S2,0,PSO,499,0.5453922373976953
S2,0,DE,14,1.6688094625959646
S2,0,DE,19,1.6688094625959646
S2,0,DE,24,1.6688094625959646
S2,0,DE,29,1.6688094625959646
S2,0,DE,34,1.6688094625959646
S2,0,DE,39,1.6688094625959646
S2,0,DE,44,1.6688094625959646
S2,0,DE,49,1.6688094625959646
S2,0,DE,54,1.6688094625959646
S2,0,DE,59,1.6688094625959646
S2,0,DE,64,1.6688094625959646
S2,0,DE,69,1.6688094625959646
S2,0,DE,74,1.6688094625959646
S2,0,DE,79,1.6688094625959646
S2,0,DE,84,1.6688094625959646
S2,0,DE,89,1.6688094625959646
S2,0,DE,94,1.6688094625959646
S2,0,DE,99,1.6688094625959646
S2,0,DE,104,1.6688094625959646
S2,0,DE,109,1.6092195178794444
S2,0,DE,114,1.6092195178794444
S2,0,DE,119,1.6092195178794444
S2,0,DE,124,1.6092195178794444
S2,0,DE,129,1.6092195178794444
S2,0,DE,134,1.6092195178794444
S2,0,DE,139,1.6092195178794444
S2,0,DE,144,1.5884221554992095
S2,0,DE,149,1.5884221554992095
S2,0,DE,154,1.5663567935744427
S2,0,DE,159,1.5663567935744427
S2,0,DE,164,1.5663567935744427
S2,0,DE,169,1.380967793014567
S2,0,DE,174,1.380967793014567
S2,0,DE,179,1.380967793014567
S2,0,DE,184,1.087615028464925
S2,0,DE,189,1.087615028464925
S2,0,DE,194,1.072850570054977
S2,0,DE,199,1.072850570054977
S2,0,DE,204,1.072850570054977
S2,0,DE,209,1.072850570054977
S2,0,DE,214,1.072850570054977
S2,0,DE,219,1.072850570054977
S2,0,DE,224,1.072850570054977
S2,0,DE,229,1.072850570054977
S2,0,DE,234,1.072850570054977
S2,0,DE,239,1.072850570054977
S2,0,DE,244,1.072850570054977
S2,0,DE,249,1.072850570054977
S2,0,DE,254,1.072850570054977
S2,0,DE,259,1.072850570054977
S2,0,DE,264,1.072850570054977
S2,0,DE,269,1.072850570054977
S2,0,DE,274,1.072850570054977
S2,0,DE,279,1.072850570054977
S2,0,DE,284,1.072850570054977
S2,0,DE,289,1.072850570054977
S2,0,DE,294,1.072850570054977
S2,0,DE,299,0.9558347461804881
S2,0,DE,304,0.9558347461804881
S2,0,DE,309,0.9558347461804881
S2,0,DE,314,0.9558347461804881
S2,0,DE,319,0.9558347461804881
S2,0,DE,324,0.9558347461804881
S2,0,DE,329,0.9558347461804881
S2,0,DE,334,0.9558347461804881
S2,0,DE,339,0.9558347461804881
S2,0,DE,344,0.9558347461804881
S2,0,DE,349,0.9558347461804881
S2,0,DE,354,0.9558347461804881
S2,0,DE,359,0.9558347461804881
S2,0,DE,364,0.9558347461804881
S2,0,DE,369,0.9558347461804881
S2,0,DE,374,0.9558347461804881
S2,0,DE,379,0.9558347461804881
S2,0,DE,384,0.9558347461804881
S2,0,DE,389,0.9558347461804881
S2,0,DE,394,0.9558347461804881
S2,0,DE,399,0.9558347461804881
S2,0,DE,404,0.9558347461804881
S2,0,DE,409,0.9558347461804881
S2,0,DE,414,0.9558347461804881
S2,0,DE,419,0.9558347461804881
S2,0,DE,424,0.9558347461804881
S2,0,DE,429,0.9558347461804881
S2,0,DE,434,0.9558347461804881
S2,0,DE,439,0.9558347461804881
S2,0,DE,444,0.9558347461804881
S2,0,DE,449,0.9558347461804881
S2,0,DE,454,0.9558347461804881
S2,0,DE,459,0.9558347461804881
S2,0,DE,464,0.9558347461804881
S2,0,DE,469,0.9558347461804881
S2,0,DE,474,0.9558347461804881
S2,0,DE,479,0.9558347461804881
S2,0,DE,484,0.9558347461804881
S2,0,DE,489,0.9558347461804881
S2,0,DE,494,0.9558347461804881
S2,0,DE,499,0.9558347461804881
S2,1,RFOTO-ABC,14,0.27721995782978925
S2,1,RFOTO-ABC,19,0.27721995782978925
S2,1,RFOTO-ABC,24,0.27721995782978925
S2,1,RFOTO-ABC,29,0.27721995782978925
S2,1,RFOTO-ABC,34,0.27721995782978925
S2,1,RFOTO-ABC,39,0.27721995782978925
S2,1,RFOTO-ABC,44,0.27721995782978925
S2,1,RFOTO-ABC,49,0.27721995782978925
S2,1,RFOTO-ABC,54,0.27721995782978925
S2,1,RFOTO-ABC,59,0.27721995782978925
S2,1,RFOTO-ABC,64,0.27721995782978925
S2,1,RFOTO-ABC,69,0.27721995782978925
S2,1,RFOTO-ABC,74,0.27721995782978925
S2,1,RFOTO-ABC,79,0.27721995782978925
S2,1,RFOTO-ABC,84,0.27721995782978925
S2,1,RFOTO-ABC,89,0.27721995782978925
S2,1,RFOTO-ABC,94,0.27721995782978925
S2,1,RFOTO-ABC,99,0.27721995782978925
S2,1,RFOTO-ABC,104,0.27721995782978925
S2,1,RFOTO-ABC,109,0.27721995782978925
S2,1,RFOTO-ABC,114,0.27721995782978925
S2,1,RFOTO-ABC,119,0.27721995782978925
S2,1,RFOTO-ABC,124,0.27721995782978925
S2,1,RFOTO-ABC,129,0.27721995782978925
S2,1,RFOTO-ABC,134,0.27721995782978925
S2,1,RFOTO-ABC,139,0.27721995782978925
S2,1,RFOTO-ABC,144,0.27721995782978925
S2,1,RFOTO-ABC,149,0.2765227436640072
S2,1,RFOTO-ABC,154,0.2765227436640072
S2,1,RFOTO-ABC,159,0.2765227436640072
S2,1,RFOTO-ABC,164,0.2765227436640072
S2,1,RFOTO-ABC,169,0.2765227436640072
S2,1,RFOTO-ABC,174,0.2765227436640072
S2,1,RFOTO-ABC,179,0.2765227436640072
S2,1,RFOTO-ABC,184,0.2765227436640072
S2,1,RFOTO-ABC,189,0.2765227436640072
S2,1,RFOTO-ABC,194,0.2765227436640072
S2,1,RFOTO-ABC,199,0.2765227436640072
S2,1,RFOTO-ABC,204,0.2765227436640072
S2,1,RFOTO-ABC,209,0.2765227436640072
S2,1,RFOTO-ABC,214,0.2765227436640072
S2,1,RFOTO-ABC,219,0.2765227436640072
S2,1,RFOTO-ABC,224,0.2765227436640072
S2,1,RFOTO-ABC,229,0.2765227436640072
S2,1,RFOTO-ABC,234,0.2765227436640072
S2,1,RFOTO-ABC,239,0.2765227436640072
S2,1,RFOTO-ABC,244,0.2765227436640072
S2,1,RFOTO-ABC,249,0.2765227436640072
S2,1,RFOTO-ABC,254,0.274673267185273
S2,1,RFOTO-ABC,259,0.274673267185273
S2,1,RFOTO-ABC,264,0.274673267185273
S2,1,RFOTO-ABC,269,0.274673267185273
S2,1,RFOTO-ABC,274,0.274673267185273
S2,1,RFOTO-ABC,279,0.274673267185273
S2,1,RFOTO-ABC,284,0.274673267185273
S2,1,RFOTO-ABC,289,0.274673267185273
S2,1,RFOTO-ABC,294,0.274673267185273
S2,1,RFOTO-ABC,299,0.274673267185273
S2,1,RFOTO-ABC,304,0.274673267185273
S2,1,RFOTO-ABC,309,0.274673267185273
S2,1,RFOTO-ABC,314,0.274673267185273
S2,1,RFOTO-ABC,319,0.274673267185273
S2,1,RFOTO-ABC,324,0.274673267185273
S2,1,RFOTO-ABC,329,0.274673267185273
S2,1,RFOTO-ABC,334,0.274673267185273
S2,1,RFOTO-ABC,339,0.274673267185273
S2,1,RFOTO-ABC,344,0.274673267185273
S2,1,RFOTO-ABC,349,0.274673267185273
S2,1,RFOTO-ABC,354,0.274673267185273
S2,1,RFOTO-ABC,359,0.274673267185273
S2,1,RFOTO-ABC,364,0.2742345160783725
S2,1,RFOTO-ABC,369,0.2741071607270281
S2,1,RFOTO-ABC,374,0.2741071607270281
S2,1,RFOTO-ABC,379,0.2741071607270281
S2,1,RFOTO-ABC,384,0.2741071607270281
S2,1,RFOTO-ABC,389,0.2741071607270281
S2,1,RFOTO-ABC,394,0.2741071607270281
S2,1,RFOTO-ABC,399,0.2741071607270281
S2,1,RFOTO-ABC,404,0.2741071607270281
S2,1,RFOTO-ABC,409,0.2741071607270281
S2,1,RFOTO-ABC,414,0.2738115838049804
