scenario,run,algorithm,objective,delay_mean_s,delay_p95_s,energy_mean_j,success_rate,violation_rate,violation_mean,reliability_mean,link_failure_rate,attempts_mean,jain,utility_p05,utility_min,utility_cv,offload_rate,runtime_s,evaluations,feasible,t_hat,e_hat,r_hat,v_hat,fairness_loss,episode,slot,load_state,active_users,assignment_changes
S6-dynamic,2,Cold-RFOTO,0.2974865320497783,0.506863873373012,1.6019762523141103,0.048361099145345025,0.85,0.15,0.18252674095710458,0.9946547746193526,0.005345225380647485,1.054468752188917,0.9625240637635301,0.45831417246846107,0.24576856883706677,0.1973197005383969,0.85,0.3306740999687463,110,1,0.637700544706672,0.5242656502413856,0.005345225380647485,0.21092445130120988,0.03747593623646994,0,2,low,60,0
S6-dynamic,2,Warm-RFOTO,0.2974865320497783,0.506863873373012,1.6019762523141103,0.048361099145345025,0.85,0.15,0.18252674095710458,0.9946547746193526,0.005345225380647485,1.054468752188917,0.9625240637635301,0.45831417246846107,0.24576856883706677,0.1973197005383969,0.85,0.31768360000569373,110,1,0.637700544706672,0.5242656502413856,0.005345225380647485,0.21092445130120988,0.03747593623646994,0,2,low,60,22
S6-dynamic,2,Standard-ABC,0.2974865320497783,0.506863873373012,1.6019762523141103,0.048361099145345025,0.85,0.15,0.18252674095710458,0.9946547746193526,0.005345225380647485,1.054468752188917,0.9625240637635301,0.45831417246846107,0.24576856883706677,0.1973197005383969,0.85,0.2956563000334427,110,1,0.637700544706672,0.5242656502413856,0.005345225380647485,0.21092445130120988,0.03747593623646994,0,2,low,60,0
S6-dynamic,2,Delay-Greedy,0.3047275281241707,0.5240065991111929,1.6019762523141103,0.04931236415138795,0.85,0.15,0.18423422470401907,0.9946303407684056,0.005369659231594263,1.052558170571741,0.9621403011069083,0.45831417246846107,0.24576856883706677,0.19836697685317922,0.8666666666666667,0.00372490007430315,1,1,0.6545893789925978,0.5415088535729075,0.005369659231594263,0.21240387463921012,0.03785969889309171,0,2,low,60,0
S6-dynamic,2,Max-SINR,0.29152345930556584,0.46390151195678603,1.6019762523141103,0.05381371756119025,0.8333333333333334,0.16666666666666666,0.18007940530933167,0.9941551163440703,0.005844883655929641,1.0475202710840734,0.9611914055522935,0.45831417246846107,0.2520626878487757,0.20093658524772878,0.85,0.0017910999013110995,1,1,0.6471325056497914,0.4779884145170629,0.005844883655929641,0.2042072192688666,0.03880859444770646,0,2,low,60,0
S6-dynamic,3,Cold-RFOTO,0.30982147650534025,0.5425601675404792,2.6612342130673565,0.053659560288594955,0.8541666666666666,0.14583333333333334,0.17498709607085447,0.9963045569488044,0.0036954430511955036,1.0462556153293012,0.9614110575791623,0.43808465327988244,0.3011513585507794,0.2003442496887036,0.8541666666666666,0.2458657999522984,110,1,0.6417051418619772,0.5114152490999101,0.0036954430511955036,0.2646218948059785,0.03858894242083766,0,3,low,48,0
S6-dynamic,3,Warm-RFOTO,0.25530208523596676,0.5015074536597618,2.443646360594879,0.06469580117099538,0.875,0.125,0.12783347152662114,0.9963310016977096,0.003668998302290454,1.0511380349360744,0.9723023425512791,0.5736637194994695,0.3011513585507794,0.16877994998899648,0.8958333333333334,0.2690585000673309,110,1,0.5088110563799426,0.5554874391624945,0.003668998302290454,0.15955102795536283,0.02769765744872088,0,3,low,48,6
S6-dynamic,3,Standard-ABC,0.30947175945069705,0.5288977795568801,2.554302804869838,0.061684708343980536,0.8541666666666666,0.14583333333333334,0.16492647361116478,0.9963875538460646,0.003612446153935328,1.0482905088492356,0.9641898669510492,0.4480894836689807,0.3011513585507794,0.19271773633696182,0.875,0.2663174000335857,110,1,0.6360936933391654,0.5323510278570609,0.003612446153935328,0.25800669099686746,0.035810133048950754,0,3,low,48,0
S6-dynamic,3,Delay-Greedy,0.30730616411398426,0.5289420592819695,2.554302804869838,0.06082772245988908,0.8541666666666666,0.14583333333333334,0.1653806889014249,0.9965751855618336,0.0034248144381663717,1.0475895349548372,0.9640565020437932,0.4480894836689807,0.3011513585507794,0.19308961906915614,0.875,0.0032659999560564756,1,1,0.635753226312322,0.5181002111897103,0.0034248144381663717,0.25830535310553165,0.03594349795620677,0,3,low,48,0
S6-dynamic,3,Max-SINR,0.23668445102014077,0.4331643578869086,2.131487464203318,0.06362909358447753,0.8958333333333334,0.10416666666666667,0.08102532550582332,0.9973264501749378,0.0026735498250622333,1.0292201056741077,0.9817552827241549,0.6172027035896311,0.3842721079396138,0.13632231277163556,0.9166666666666666,0.001673900056630373,1,1,0.4887419006528395,0.5429740531857357,0.0026735498250622333,0.11912580129072536,0.01824471727584509,0,3,low,48,0
S6-dynamic,4,Cold-RFOTO,0.36800154841628446,0.788180390812693,1.7428031060837748,0.10033456470361034,0.8043478260869565,0.1956521739130435,0.12345014331061945,0.9962577952005706,0.0037422047994292076,1.0408880361042254,0.9751767221131892,0.5374382903616292,0.18990403106303427,0.15954672781459017,0.7753623188405797,0.36810149997472763,110,1,0.7258685658812225,0.9948814591295011,0.0037422047994292076,0.1313210217345848,0.024823277886810824,0,4,high,138,0
S6-dynamic,4,Warm-RFOTO,0.373889592244664,0.7859403911096604,1.7428031060837748,0.1023569055722242,0.8115942028985508,0.18840579710144928,0.12364533511649194,0.9961894655783495,0.0038105344216504437,1.0415120511048495,0.9750337626121175,0.5374382903616292,0.18990403106303427,0.16001721983925732,0.7753623188405797,0.40544370003044605,110,1,0.7398476170212925,0.9961201565228738,0.0038105344216504437,0.14001048807358923,0.024966237387882506,0,4,high,138,17
S6-dynamic,4,Standard-ABC,0.3882380267660616,0.8079974552790927,1.8456750566422042,0.10234263932859756,0.7898550724637681,0.21014492753623187,0.14526893891691442,0.996164037276847,0.0038359627231529026,1.041778214528074,0.9709975147602878,0.5112211124489867,0.18990403106303427,0.1728257889231649,0.7536231884057971,0.3681825998937711,110,1,0.7713927633286316,0.9877665857642286,0.0038359627231529026,0.16842913095472803,0.02900248523971216,0,4,high,138,0
S6-dynamic,4,Delay-Greedy,0.39131195560621923,0.825081551289278,1.8456750566422042,0.10441065915242914,0.8043478260869565,0.1956521739130435,0.13652874416345803,0.9966450601499359,0.0033549398500640035,1.0374842790110015,0.972088574716822,0.5073411026690071,0.18990403106303427,0.16944864005541174,0.8695652173913043,0.007282399921678007,1,1,0.7647413782849006,1.0543172114972135,0.0033549398500640035,0.1484853101916902,0.027911425283178026,0,4,high,138,0
S6-dynamic,4,Max-SINR,0.3716264611985137,0.8489935412381153,1.945318030630133,0.10176737625174889,0.8043478260869565,0.1956521739130435,0.14672403899277622,0.9970629840375203,0.0029370159624796887,1.0254060968322778,0.9699630670040846,0.5035319947691024,0.18990403106303427,0.17597468393165563,0.8695652173913043,0.0018135999562218785,1,1,0.8135918520407767,0.8261529387284586,0.0029370159624796887,0.15685045694867011,0.030036932995915366,0,4,high,138,0
S6-dynamic,5,Cold-RFOTO,0.22878646779011225,0.4322295592783577,1.1733616263208795,0.0547733209024359,0.8805970149253731,0.11940298507462686,0.07031224519197299,0.9987288267179099,0.001271173282090067,1.0207352939258736,0.984311956508254,0.6121356096577513,0.4402054272291493,0.12624611200530395,0.8208955223880597,0.28540159994736314,110,1,0.4881870732290523,0.6078829078098238,0.001271173282090067,0.05179928852478278,0.015688043491746018,0,5,low,67,0
S6-dynamic,5,Warm-RFOTO,0.23178877456070704,0.43070823578181106,1.1311923678139137,0.05759039167903308,0.8805970149253731,0.11940298507462686,0.06422316758591086,0.9986497773422763,0.0013502226577235793,1.02418039567863,0.9859992752605247,0.6857944444709959,0.4402054272291493,0.1191617741913564,0.835820895522388,0.30616789998020977,110,1,0.48709965171705305,0.6375306209174179,0.0013502226577235793,0.04805646100546019,0.014000724739475334,0,5,low,67,19
S6-dynamic,5,Standard-ABC,0.23025474080052014,0.43292799580196145,1.1131527305943514,0.057954814321197326,0.8805970149253731,0.11940298507462686,0.06379016972887974,0.9986614822410022,0.0013385177589978448,1.0244183283569563,0.986089462660941,0.6857944444709959,0.4402054272291493,0.1187719246755941,0.835820895522388,0.24814459995832294,110,1,0.4884131313594173,0.625663981454391,0.0013385177589978448,0.0477903063593952,0.013910537339059004,0,5,low,67,0
S6-dynamic,5,Delay-Greedy,0.23125104899857557,0.4332156937455796,1.1311923678139137,0.05767420084086894,0.8955223880597015,0.1044776119402985,0.06103156520457248,0.9978060367823237,0.002193963217676373,1.0266456723134065,0.9862984693899562,0.6749444951609004,0.4402054272291493,0.11786377941893478,0.8507462686567164,0.0038228000048547983,1,1,0.48866534655228955,0.633780183557426,0.002193963217676373,0.04609465036738981,0.013701530610043755,0,5,low,67,0
S6-dynamic,5,Max-SINR,0.21798133618580232,0.4058373632277003,1.065274038864151,0.05111376616829349,0.8955223880597015,0.1044776119402985,0.06748969588914011,0.9984430540230907,0.0015569459769091574,1.0149143279418038,0.9845001429270012,0.6121356096577513,0.4402054272291493,0.12547463903477118,0.835820895522388,0.0017666000640019774,1,1,0.49991361332946743,0.5190032222695067,0.0015569459769091574,0.0500643270267112,0.015499857072998835,0,5,low,67,0
S6-dynamic,6,Cold-RFOTO,0.15605820860656633,0.3040919848688766,1.115584984054878,0.04351461856873376,0.9259259259259259,0.07407407407407407,0.02925819147627657,0.9984786641788311,0.0015213358211689232,1.0208457645137443,0.9934964951888813,0.9539578491150371,0.4621821790009061,0.08090783185852307,0.8888888888888888,0.2918530999450013,110,1,0.33927991881574443,0.41028019862204057,0.0015213358211689232,0.0336656248936901,0.006503504811118721,0,6,low,54,0
S6-dynamic,6,Warm-RFOTO,0.15605820860656633,0.3040919848688766,1.115584984054878,0.04351461856873376,0.9259259259259259,0.07407407407407407,0.02925819147627657,0.9984786641788311,0.0015213358211689232,1.0208457645137443,0.9934964951888813,0.9539578491150371,0.4621821790009061,0.08090783185852307,0.8888888888888888,0.26369110005907714,110,1,0.33927991881574443,0.41028019862204057,0.0015213358211689232,0.0336656248936901,0.006503504811118721,0,6,low,54,10
S6-dynamic,6,Standard-ABC,0.1555841899687039,0.30391666203034484,1.115584984054878,0.043479086643626756,0.9259259259259259,0.07407407407407407,0.02925819147627657,0.9985044334523198,0.0014955665476801786,1.0205700942249838,0.9934976213604315,0.9546287921585694,0.4621821790009061,0.0809007805495147,0.8888888888888888,0.2531778000993654,110,1,0.339252387035099,0.40720144587356893,0.0014955665476801786,0.0336656248936901,0.006502378639568485,0,6,low,54,0
S6-dynamic,6,Delay-Greedy,0.16319808135953048,0.3218114627877591,1.162431746238613,0.04601121816047239,0.9259259259259259,0.07407407407407407,0.02925819147627657,0.9984962179251136,0.0015037820748864785,1.0230323629003109,0.9935007258139065,0.9554559636639995,0.4621821790009061,0.08088133950417908,0.8888888888888888,0.004128600005060434,1,1,0.3538573755346747,0.4336112247303199,0.0015037820748864785,0.0336656248936901,0.006499274186093529,0,6,low,54,0
S6-dynamic,6,Max-SINR,0.1361914803754891,0.2812949478828725,0.8407486351884322,0.035696109178462984,0.9444444444444444,0.05555555555555555,0.02873769041629048,0.9962061518484622,0.0037938481515377154,1.020240558521633,0.9932972591631899,0.911920733133014,0.4621821790009061,0.08214603298897656,0.9074074074074074,0.0015793000347912312,1,1,0.3040310070185484,0.33558499643918116,0.0037938481515377154,0.032327193596583016,0.006702740836810106,0,6,low,54,0
S6-dynamic,7,Cold-RFOTO,0.18067138633133936,0.3233885638888253,0.768839712724542,0.04900512860467401,0.9649122807017544,0.03508771929824561,0.01203469751980021,0.9951910336227942,0.004808966377205823,1.0510815240981073,0.9972510344535064,0.9477286146451221,0.615973361397677,0.05250279219952619,0.9473684210526315,0.26861979998648167,110,1,0.3394067899068098,0.6151310226411731,0.004808966377205823,0.008703589404182897,0.0027489655464936202,0,7,low,57,0
S6-dynamic,7,Warm-RFOTO,0.18067138633133936,0.3233885638888253,0.768839712724542,0.04900512860467401,0.9649122807017544,0.03508771929824561,0.01203469751980021,0.9951910336227942,0.004808966377205823,1.0510815240981073,0.9972510344535064,0.9477286146451221,0.615973361397677,0.05250279219952619,0.9473684210526315,0.2700159000232816,110,1,0.3394067899068098,0.6151310226411731,0.004808966377205823,0.008703589404182897,0.0027489655464936202,0,7,low,57,5
S6-dynamic,7,Standard-ABC,0.1654042233078544,0.32029945239277935,0.713807813729856,0.046089424144008066,0.9649122807017544,0.03508771929824561,0.01203469751980021,0.9953220998886532,0.004677900111346824,1.0506825812208505,0.9972520487029165,0.9477286146451221,0.615973361397677,0.052493078982113035,0.9298245614035088,0.24129989999346435,110,1,0.33595022470899555,0.5192866470848526,0.004677900111346824,0.008703589404182897,0.002747951297083495,0,7,low,57,0
S6-dynamic,7,Delay-Greedy,0.1818470328874296,0.32527929500577746,0.768839712724542,0.049168889722861535,0.9649122807017544,0.03508771929824561,0.01203469751980021,0.9954497214095636,0.0045502785904364814,1.0447240326969152,0.9972171717044207,0.9409161028063414,0.615973361397677,0.05282607348302534,0.9473684210526315,0.0028258999809622765,1,1,0.3426175729744289,0.617928415535683,0.0045502785904364814,0.008703589404182897,0.0027828282955792982,0,7,low,57,0
S6-dynamic,7,Max-SINR,0.21025111118343875,0.3457623476148262,0.8181341416724881,0.04604430046808308,0.9473684210526315,0.05263157894736842,0.05460755718668154,0.9940550901531325,0.005944909846867487,1.0403663788629631,0.9875313141783717,0.9138523175607673,0.321861871682464,0.11236599532991272,0.9122807017543859,0.001378699904307723,1,1,0.4605127646513643,0.41144928885219306,0.005944909846867487,0.12138496740060387,0.0124686858216283,0,7,low,57,0
S6-dynamic,8,Cold-RFOTO,0.2733966561037334,0.4542469790788249,1.4688948227796157,0.051629284930106115,0.7959183673469388,0.20408163265306123,0.13448356069856443,0.9970516262330469,0.002948373766953191,1.0433956333419174,0.9719104821861885,0.5833251463345724,0.33596327344635485,0.17000394875229916,0.8163265306122449,0.2866965999128297,110,1,0.6423354591569866,0.44587733168710003,0.002948373766953191,0.1645123565438377,0.028089517813811526,0,8,low,49,0
S6-dynamic,8,Warm-RFOTO,0.27286477333716835,0.45200720873823425,1.4688948227796157,0.05153339598130726,0.7959183673469388,0.20408163265306123,0.13218260799818524,0.9967689005024654,0.0032310994975346713,1.0442538455168784,0.9723990773620839,0.5833251463345724,0.33596327344635485,0.1684765772499521,0.8163265306122449,0.2685676000546664,110,1,0.6394039574876472,0.4497380273709112,0.0032310994975346713,0.16306688625770205,0.027600922637916137,0,8,low,49,8
S6-dynamic,8,Standard-ABC,0.2722539045745093,0.4632392636434928,1.4688948227796157,0.05116277575276413,0.7959183673469388,0.20408163265306123,0.13448356069856443,0.9969764929933005,0.0030235070066995536,1.0455160566880033,0.9719154383935087,0.5833251463345724,0.33596327344635485,0.16998851663821335,0.7959183673469388,0.2641264999983832,110,1,0.6453388176299105,0.433158169258391,0.0030235070066995536,0.1645123565438377,0.02808456160649131,0,8,low,49,0
S6-dynamic,8,Delay-Greedy,0.27089353054773035,0.4465723274807971,1.4688948227796157,0.048336036692594786,0.8163265306122449,0.1836734693877551,0.1326549542449132,0.9977035169297007,0.002296483070299255,1.043172440181073,0.9719005373244254,0.5539612759073506,0.33596327344635485,0.1700349102607972,0.8571428571428571,0.00246850005351007,1,1,0.6266664404025168,0.4674232023781639,0.002296483070299255,0.15775689629992198,0.028099462675574616,0,8,low,49,0
S6-dynamic,8,Max-SINR,0.24905099577623904,0.4040595839294212,1.4688948227796157,0.04293591026166566,0.8367346938775511,0.16326530612244897,0.13438538361081684,0.9975686815734534,0.0024313184265465585,1.0400391378559675,0.9729636365887481,0.6072415545007236,0.2800733121635093,0.16669625115356268,0.8367346938775511,0.0024421000853180885,1,1,0.6191263148573405,0.3179609008085368,0.0024313184265465585,0.16813425497450513,0.02703636341125193,0,8,low,49,0
S6-dynamic,9,Cold-RFOTO,0.2130519545164938,0.4521678648579492,1.6024489424772288,0.06429371795466392,0.8085106382978723,0.19148936170212766,0.07592617455506082,0.9985426735027816,0.0014573264972184165,1.0290272592315501,0.9853303078950205,0.685202184702564,0.5918944273595881,0.12201678527022716,0.7659574468085106,0.27078850008547306,110,1,0.45735975926884037,0.5275043870134715,0.0014573264972184165,0.06837775012828955,0.014669692104979482,0,9,low,47,0
S6-dynamic,9,Warm-RFOTO,0.21713570983562697,0.45507742730164835,1.6024489424772288,0.0652400724227121,0.8085106382978723,0.19148936170212766,0.07592617455506082,0.9981566963535137,0.0018433036464864123,1.0289988135934094,0.9853551652061556,0.685202184702564,0.5918944273595881,0.12191182697591361,0.7659574468085106,0.30268089997116476,110,1,0.46041856656251456,0.5491416314303469,0.0018433036464864123,0.06837775012828955,0.014644834793844375,0,9,low,47,7
S6-dynamic,9,Standard-ABC,0.20750537459862758,0.43433927760749136,1.5295998515294185,0.065139050442419,0.8297872340425532,0.1702127659574468,0.06660504688998237,0.9973873626907356,0.002612637309264555,1.0410177852510776,0.9870023892172911,0.6896283641335386,0.5918944273595881,0.11475527601597689,0.7872340425531915,0.22739660006482154,110,1,0.4355631050186027,0.5462012168254726,0.002612637309264555,0.056848986963587235,0.01299761078270889,0,9,low,47,0
S6-dynamic,9,Delay-Greedy,0.23891541521555767,0.5144557860948842,1.6024489424772288,0.06951957401833875,0.8085106382978723,0.19148936170212766,0.12257115594805659,0.9978102776064316,0.0021897223935685114,1.0298069294993075,0.9759571290012863,0.627271147273985,0.26426274115329423,0.15695595319368766,0.7872340425531915,0.0033502000151202083,1,1,0.4942783548357058,0.5799696948185257,0.0021897223935685114,0.09722398862132642,0.024042870998713717,0,9,low,47,0
S6-dynamic,9,Max-SINR,0.21431158238061634,0.4562240873845901,1.6059028959436437,0.06563175249730932,0.7872340425531915,0.2127659574468085,0.08225508723740904,0.9983077001146116,0.0016922998853885673,1.032985425639894,0.984053099015465,0.6676056403063138,0.5918944273595881,0.12730014025537748,0.7446808510638298,0.0020483999978750944,1,1,0.4877429520019328,0.47062630201191485,0.0016922998853885673,0.07620561581435181,0.015946900984534995,0,9,low,47,0
S6-dynamic,10,Cold-RFOTO,0.23392833449494166,0.41329584173500555,1.1112033893057625,0.04927399605675693,0.921875,0.078125,0.06731410948941427,0.9973672873669198,0.0026327126330801583,1.035518831896639,0.983982841314192,0.6234887795838874,0.42065106342661507,0.12758481155346593,0.890625,0.2790883000707254,110,1,0.48497379205466695,0.5830167129673584,0.0026327126330801583,0.08921305282673583,0.016017158685807997,0,10,low,64,0
S6-dynamic,10,Warm-RFOTO,0.23384906783822296,0.4108469004625144,1.1821686410900303,0.04935498346986663,0.921875,0.078125,0.06376021967067849,0.9974595690430655,0.0025404309569344724,1.035835262319951,0.9850149991466057,0.6429758925094002,0.42065106342661507,0.12334085770563787,0.890625,0.2822852999670431,110,1,0.4811531439130643,0.593587456886209,0.0025404309569344724,0.08706730803051801,0.01498500085339427,0,10,low,64,10
S6-dynamic,10,Standard-ABC,0.23447107235099687,0.41033339802855917,1.1082833079520809,0.049906014705786456,0.921875,0.078125,0.06376021967067849,0.9974790132275908,0.002520986772409294,1.0356020162454753,0.9850134618615544,0.6429758925094002,0.42065106342661507,0.12334728045725747,0.890625,0.25325309997424483,110,1,0.48171566097896035,0.5968210134891905,0.002520986772409294,0.08706730803051801,0.014986538138445638,0,10,low,64,0
S6-dynamic,10,Delay-Greedy,0.24584100447955695,0.42842799355190675,1.3415835649806835,0.05211055744004088,0.890625,0.109375,0.06775713317172295,0.9962921033226938,0.0037078966773062064,1.0473188716513142,0.9843289484021094,0.6314381802583539,0.42065106342661507,0.12617663512976326,0.90625,0.0038053999887779355,1,1,0.49942757034095536,0.6357977938079177,0.0037078966773062064,0.09008882299194254,0.015671051597890617,0,10,low,64,0
S6-dynamic,10,Max-SINR,0.23489147178131195,0.3933602666027001,1.1233866751613233,0.05164838470494042,0.890625,0.109375,0.06237917291864627,0.9946324944952425,0.005367505504757536,1.0470825313898127,0.9849044894651507,0.6733374555407761,0.42065106342661507,0.1238017672603085,0.921875,0.0021733000176027417,1,1,0.49998113502385705,0.5657040119730992,0.005367505504757536,0.08681103419281579,0.015095510534849255,0,10,low,64,0
S6-dynamic,11,Cold-RFOTO,0.3342556248262601,0.7391223964295527,1.8766987158785804,0.0896280848537419,0.8739495798319328,0.12605042016806722,0.10048626297201405,0.9980171381718003,0.0019828618281997903,1.0251739084366185,0.9782373822263305,0.5065040103235167,0.27735526439544844,0.14915349687752186,0.8991596638655462,0.34786990005522966,110,1,0.6672781505699932,0.8577305867870294,0.0019828618281997903,0.14046213653606807,0.0217626177736695,0,11,high,119,0
S6-dynamic,11,Warm-RFOTO,0.33215560996320476,0.7364432098292181,1.6751739688214973,0.09110263720658945,0.8739495798319328,0.12605042016806722,0.09343155474397723,0.9977860467769021,0.0022139532230979206,1.0264497965577906,0.9800589675125344,0.6980185984682382,0.27735526439544844,0.14264209774876624,0.907563025210084,0.3503053999738768,110,1,0.6643352239811193,0.8645734040173495,0.0022139532230979206,0.13180739139033215,0.019941032487465593,0,11,high,119,17
S6-dynamic,11,Standard-ABC,0.3336608185525657,0.7412271819475305,1.970887452961373,0.08961209540624829,0.8739495798319328,0.12605042016806722,0.10103589894450127,0.9980183176843914,0.0019816823156085543,1.0251630302070676,0.9781291453043043,0.5065040103235167,0.27735526439544844,0.14953221886996101,0.8991596638655462,0.33484339993447065,110,1,0.6680679011687474,0.8517803833279155,0.0019816823156085543,0.14079928437486175,0.02187085469569572,0,11,high,119,0
S6-dynamic,11,Delay-Greedy,0.3288290576304737,0.7875705938920826,2.072675450721136,0.09201348219378311,0.8235294117647058,0.17647058823529413,0.1216288655377298,0.9974149052595634,0.0025850947404365983,1.0297527258766694,0.9743114043168857,0.5360586363038802,0.2330475274965973,0.16237579435329239,0.957983193277311,0.00530409999191761,1,1,0.6554152672064743,0.8645679817046116,0.0025850947404365983,0.12367894109043577,0.025688595683114324,0,11,high,119,0
S6-dynamic,11,Max-SINR,0.3190984454627951,0.7246198590198785,1.7951091254951625,0.08463062151282211,0.8571428571428571,0.14285714285714285,0.11268245886436702,0.9975239602332566,0.0024760397667432507,1.0283727758488663,0.976004298598148,0.5065040103235167,0.2580683212706423,0.15679812291742,0.9495798319327731,0.0017325000371783972,1,1,0.7093799063776683,0.7002781096802381,0.0024760397667432507,0.1304687570108631,0.023995701401852032,0,11,high,119,0
S6-dynamic,12,Cold-RFOTO,0.3348667626553269,0.8503292812566083,1.8869724720242822,0.0980468901984713,0.8043478260869565,0.1956521739130435,0.15736290699163596,0.9988286580799219,0.001171341920078201,1.0247385437464525,0.969889289714719,0.5244523736754692,0.18868714757771465,0.17619736866533803,0.7463768115942029,0.38543159991968423,110,1,0.7537816744757029,0.6782877898968552,0.001171341920078201,0.15970920250026038,0.030110710285281006,0,12,high,138,0
S6-dynamic,12,Warm-RFOTO,0.3353493065663143,0.8531381183617422,2.042478381798843,0.09961403913336264,0.8115942028985508,0.18840579710144928,0.15603448884199778,0.9986038545250215,0.0013961454749784566,1.02482547596053,0.9698767130750756,0.5244523736754692,0.18868714757771465,0.1762353045099577,0.7536231884057971,0.3435549000278115,110,1,0.7533409758792868,0.6832788622265831,0.0013961454749784566,0.1588980445150831,0.030123286924924386,0,12,high,138,37
