scenario,run,algorithm,objective,delay_mean_s,delay_p95_s,energy_mean_j,success_rate,violation_rate,violation_mean,reliability_mean,link_failure_rate,attempts_mean,jain,utility_p05,utility_min,utility_cv,offload_rate,runtime_s,evaluations,feasible,t_hat,e_hat,r_hat,v_hat,fairness_loss,ood_case
S2,3,Delay-Greedy,0.18766548003200484,0.43005788223317576,0.8826170105083184,0.04918863002038756,0.96,0.04,0.007560218200072418,0.999929058759468,7.094124053198536e-05,1.009926571197126,0.9986492962889008,0.9987942822239743,0.7394943552765944,0.03677676683956524,0.94,0.0027001999551430345,1,1,0.39238954714038093,0.5885160320763082,7.094124053198536e-05,0.00429557852276842,0.0013507037110992437,in_distribution
S2,4,RFOTO-ABC,0.17535683144274014,0.48449028659641813,1.1130563178606605,0.06364115030708514,0.96,0.04,0.0041007561876550205,0.9980262187745024,0.0019737812254975815,1.0203266639371813,0.9995933207067744,0.9704552808060476,0.8724689826816611,0.020170392870737124,0.9,0.563376700039953,350,1,0.4301712097318408,0.4436250348736124,0.0019737812254975815,0.0032580625586189644,0.00040667929322557583,in_distribution
S2,4,Standard-ABC,0.4994242251924398,1.3582254278483255,4.346868486011119,0.15493257362929533,0.5,0.5,0.4872823306354268,0.9962122276661234,0.003787772333876609,1.0572757265261628,0.9066723704958705,0.31357297579804455,0.2751266936179303,0.32083366083444254,0.42,0.6287685999413952,350,1,1.114271160979337,0.725544876969294,0.003787772333876609,0.38907201803926666,0.09332762950412954,in_distribution
S2,4,Delay-Greedy,0.26881026053259305,0.5779603189592577,1.2475111057296098,0.06226203175342425,0.92,0.08,0.09655074746570205,0.9993067984455505,0.0006932015544495051,1.0133280996388985,0.9801874827867199,0.8793738231191113,0.29873408084476605,0.14217238611471017,0.86,0.002992600086145103,1,1,0.6372697886164915,0.4139479748306611,0.0006932015544495051,0.17716039704395642,0.019812517213280145,in_distribution
S2,5,RFOTO-ABC,0.20699371284404805,0.5695715698596586,1.6226072248465593,0.06288240037623428,0.9,0.1,0.03933231026987235,0.9982629242943217,0.001737075705678206,1.0192193865981831,0.991033012311944,0.8810900063453374,0.4694423761662428,0.0951216173507038,0.94,0.5904259999515489,350,1,0.42412292048076444,0.6126968488792285,0.001737075705678206,0.029463968390514503,0.008966987688056038,in_distribution
S2,5,Standard-ABC,0.5944051458810358,1.3520886098052356,3.9449158573240224,0.13973874645830903,0.46,0.54,0.5384388778313022,0.9972205880734092,0.0027794119265909024,1.0270276883978888,0.896175041731049,0.365200383585095,0.22466919110987066,0.34037249665099245,0.42,0.6016041000839323,350,1,1.2712619761999089,0.8182778654702954,0.0027794119265909024,0.5508733835394137,0.103824958268951,in_distribution
S2,5,Delay-Greedy,0.2624731363659775,0.6248159980002065,1.6390928181794115,0.06374928095036662,0.88,0.12,0.08424143285943521,0.9987137775922967,0.0012862224077032924,1.0170870917540915,0.980874942817975,0.6304078631737412,0.35223678287227234,0.1396350841272069,0.9,0.0030824000714346766,1,1,0.543570621281915,0.6166789040382976,0.0012862224077032924,0.12381056952363906,0.01912505718202495,in_distribution
S2,6,RFOTO-ABC,0.18714456083743336,0.3938158684135704,0.7518419819651888,0.04418639834731035,0.96,0.04,0.024199488247928173,0.9977144910869131,0.0022855089130869397,1.0103748866469904,0.9943403167959781,0.9410890856928463,0.547230000996416,0.07544466542395939,0.9,0.6182083000894636,350,1,0.4488869677740005,0.4383985861789319,0.0022855089130869397,0.03142790681549114,0.005659683204021881,in_distribution
S2,6,Standard-ABC,0.45947100995141915,0.9486132324944591,2.431037903621443,0.13881082397211503,0.52,0.48,0.2855008312502901,0.9966424835343617,0.003357516465638284,1.0462514400385057,0.9472984861073769,0.43891445647418137,0.3664271724167565,0.23586751080103088,0.48,0.6394645000109449,350,1,1.0312153903061496,0.819057466386934,0.003357516465638284,0.2809272481592823,0.05270151389262312,in_distribution
S2,6,Delay-Greedy,0.23668301961427782,0.4534543013621267,0.9313121639900765,0.05190991362348604,0.9,0.1,0.040925726607446256,0.9977956451667285,0.0022043548332716157,1.0197251905892502,0.9915920909826652,0.7698192538627501,0.5478479745346814,0.0920825790853059,0.96,0.0025755000533536077,1,1,0.5314510435420021,0.6058083937240751,0.0022043548332716157,0.04498776940364592,0.008407909017334791,in_distribution
