scenario,run,algorithm,objective,delay_mean_s,delay_p95_s,energy_mean_j,success_rate,violation_rate,violation_mean,reliability_mean,link_failure_rate,attempts_mean,jain,utility_p05,utility_min,utility_cv,offload_rate,runtime_s,evaluations,feasible,t_hat,e_hat,r_hat,v_hat,fairness_loss,n_users,n_servers,candidate_limit
S1,3,Delay-Greedy,0.17794834319441252,0.5673282443974249,1.019655922022286,0.07927277392175985,0.9,0.1,0.07483032227188534,0.9965989636261456,0.003401036373854477,1.0273106450810774,0.9829988244518353,0.7516271322621472,0.4548779882671804,0.1315112714806964,0.95,0.0012289999285712838,1,1,0.38399183276746346,0.4555126738667428,0.003401036373854477,0.04157240126215852,0.017001175548164715,20,3,4
S1,4,RFOTO-ABC,0.11980872098908532,0.2833322185484321,0.48534006769328475,0.02989247045563683,1.0,0.0,0.0,0.9997931147766881,0.00020688522331192561,1.0034621155581975,0.9999994263882642,0.9993772083651281,0.9965242902524776,0.0007573718124319661,0.95,0.32806979992892593,320,1,0.2990348133725972,0.30005703039675524,0.00020688522331192561,0.0,5.736117357768578e-07,20,3,4
S1,4,Standard-ABC,0.20061610609967784,0.4345749721783253,1.2052757415179887,0.0491057631892599,0.85,0.15,0.0749769190057443,0.9980253193813994,0.0019746806186005995,1.032293395371244,0.9830241390795346,0.7137489429127883,0.473270087445495,0.1314116332649214,0.8,0.3311669999966398,320,1,0.5059081689382352,0.4052285842020603,0.0019746806186005995,0.04165384389208017,0.016975860920465435,20,3,4
S1,4,Delay-Greedy,0.1616455256482066,0.28134505854972125,0.5015178784669853,0.03426257870664488,0.95,0.05,0.005831947512961016,0.9990079974069968,0.0009920025930031605,1.0089935210624366,0.9993213559743813,0.9908396791506684,0.8810201864091405,0.026059641135224212,1.0,0.0012243000091984868,1,1,0.2911821284244319,0.584932024730145,0.0009920025930031605,0.0032399708405338977,0.0006786440256186799,20,3,4
S1,5,RFOTO-ABC,0.10760107098689353,0.3178458744892077,0.5535515315657636,0.033994769061400136,1.0,0.0,0.0,0.9999103842059934,8.96157940063702e-05,1.0126296564402355,0.9999999530363135,0.9993333913766063,0.9992033313966306,0.00021671106521434352,1.0,0.3096559999976307,320,1,0.2690258483389471,0.2688445246586834,8.96157940063702e-05,0.0,4.6963686495260504e-08,20,3,4
S1,5,Standard-ABC,0.3106323108186526,0.7881698375074774,2.9251465401982855,0.12582813603514914,0.7,0.3,0.19739702844759974,0.9993045529715394,0.0006954470284605996,1.0420939112372831,0.9582476858268102,0.49944368048277366,0.4015327420950582,0.20873793671765695,0.75,0.28799500002060086,320,1,0.6880780491006884,0.6075323840317562,0.0006954470284605996,0.16432401762818596,0.04175231417318981,20,3,4
S1,5,Delay-Greedy,0.11816930725944232,0.31909265886468424,0.5607463552368875,0.03484536135259737,1.0,0.0,0.0,0.9993629982998911,0.0006370017001088302,1.0171997050322423,0.9999954566206722,0.9986055901365708,0.990184266283889,0.0021315252678534686,1.0,0.001377799897454679,1,1,0.27656193874998886,0.32600493816682785,0.0006370017001088302,0.0,4.543379327759389e-06,20,3,4
S1,6,RFOTO-ABC,0.1388205029670409,0.3538328065147249,0.5917812683049483,0.03985706919523762,1.0,0.0,0.0,0.9989503610001828,0.001049638999817315,1.012916059950881,0.9999852475279601,0.9972322291675537,0.9823482807790967,0.0038409230239632142,1.0,0.33899039996322244,320,1,0.3432126657544433,0.35203463905107096,0.001049638999817315,0.0,1.475247203985841e-05,20,3,4
S1,6,Standard-ABC,0.38230040915996655,0.7865900710659588,1.9404501458513759,0.08846761414081578,0.7,0.3,0.2695315557955187,0.9969100635229191,0.003089936477080818,1.0343965432627233,0.9425811979901096,0.4091783873457787,0.4048917843108905,0.2468127990607301,0.7,0.2963883000193164,320,1,0.8705107291283443,0.7043449241876625,0.003089936477080818,0.19916072261132556,0.05741880200989036,20,3,4
S1,6,Delay-Greedy,0.21592347807485346,0.5232768734468352,1.0309842755386496,0.05465412014216222,0.95,0.05,0.07511284957951145,0.9992942888277276,0.0007057111722722942,1.0097141234691358,0.9821401683932462,0.9591488689643598,0.3996392070682085,0.13485030812205445,0.95,0.001738599967211485,1,1,0.46369846352592026,0.5719867362208759,0.0007057111722722942,0.04552293913909785,0.01785983160675375,20,3,4
S1,7,RFOTO-ABC,0.1372571493738263,0.3262210112730477,0.8177518847234352,0.04101049894136423,0.95,0.05,0.018178883541549118,0.9991257887792997,0.0008742112207002662,1.0159934546062566,0.9965531477340849,0.9751848688326868,0.7333648983783863,0.05881134371383361,0.9,0.31041609996464103,320,1,0.3247867461560717,0.3513015168272178,0.0008742112207002662,0.010693460906793599,0.0034468522659151235,20,3,4
S1,7,Standard-ABC,0.19720640833924166,0.39493562969406926,0.831557829291795,0.06915937844699978,0.95,0.05,0.00532848007797203,0.9987210138221909,0.0012789861778088774,1.0187086938429584,0.9995481993591397,0.9768945250511623,0.9036936183041677,0.021260405850823158,0.85,0.27521790005266666,320,1,0.40953833625984865,0.6247643795408149,0.0012789861778088774,0.0031344000458658995,0.00045180064086025595,20,3,4
S1,7,Delay-Greedy,0.1731104634379144,0.34697072182897076,0.7201139307246257,0.045491626664262805,1.0,0.0,0.0,0.9994693547027754,0.0005306452972245578,1.0071607679652967,0.9999974949009163,0.9947499008780598,0.9946946870833205,0.0015827524622188914,1.0,0.001581300050020218,1,1,0.3426680263929418,0.5822463467691432,0.0005306452972245578,0.0,2.5050990837272025e-06,20,3,4
S1,8,RFOTO-ABC,0.12876207815157836,0.30261319664353176,0.5273759215484688,0.030053507057015753,1.0,0.0,0.0,0.9971126885772013,0.002887311422798766,1.0043590164559215,0.9998581336691539,0.9955232626949789,0.9453804708080387,0.011911610292273458,0.9,0.33665640000253916,320,1,0.30711141855356705,0.34256987519333276,0.002887311422798766,0.0,0.00014186633084611877,20,3,4
S1,8,Standard-ABC,0.2945247988613693,0.664517776569686,1.834981755553285,0.08983583505529716,0.65,0.35,0.17586121319575918,0.9988115210872278,0.001188478912772295,1.0121110109592077,0.9655244086445075,0.5391133155174418,0.49790115230026455,0.18896189408640937,0.6,0.29584879998583347,320,1,0.6472960062113969,0.646472426638578,0.001188478912772295,0.12128359530742015,0.034475591355492496,20,3,4
S1,8,Delay-Greedy,0.14993296134151976,0.3248577072709745,0.6682332591487301,0.03521155129404349,1.0,0.0,0.0,0.9970262637162068,0.0029737362837932214,1.0035244663242033,0.9998463888943001,0.9958081699414534,0.9431856973181498,0.01239494678062319,1.0,0.001483400003053248,1,1,0.30974934100298923,0.47918558112105886,0.0029737362837932214,0.0,0.00015361110569989123,20,3,4
S1,9,RFOTO-ABC,0.1762195825167258,0.3163916102874836,0.7612969802801933,0.03332367151334344,0.9,0.1,0.05630862078716918,0.999671015931954,0.0003289840680459954,1.010009138862554,0.9876028943137072,0.6420268408406494,0.6372619971023864,0.11203893573877721,0.85,0.35520490002818406,320,1,0.4216972060292159,0.3331395560812256,0.0003289840680459954,0.0755959397227395,0.01239710568629282,20,3,4
S1,9,Standard-ABC,0.25446215288927193,0.5402760060681305,1.2310357805064487,0.07479485928562599,0.8,0.2,0.06542753548809052,0.9951450105355903,0.004854989464409609,1.0127376345789816,0.988109259729036,0.6904756480787098,0.6422776220900317,0.10969882148418703,0.75,0.30950380000285804,320,1,0.6045744040829387,0.5162639566913559,0.004854989464409609,0.09249739772522936,0.01189074027096404,20,3,4
S1,9,Delay-Greedy,0.19120265824235597,0.3447059942585239,0.7612969802801933,0.03726423921685753,0.9,0.1,0.05630862078716918,0.9997561018545763,0.00024389814542360443,1.0091955939057355,0.9875989799464296,0.6420268408406494,0.6372619971023864,0.11205684447363772,0.85,0.0014962999848648906,1,1,0.45000978579783757,0.3859486281672762,0.00024389814542360443,0.0755959397227395,0.012401020053570355,20,3,4
S2,0,RFOTO-ABC,0.18414788552809666,0.3547189876667168,0.8970594863051955,0.04092539563474566,0.94,0.06,0.04349552096712186,0.9996231840327069,0.0003768159672931026,1.005159786549101,0.9898614406914416,0.831763617034873,0.4713683521317608,0.10120475539176768,0.92,0.5013976000482216,320,1,0.3590071851349552,0.575515962611006,0.0003768159672931026,0.025890191051858247,0.010138559308558448,50,5,4
S2,0,Standard-ABC,0.5343807816595421,0.9748827547289397,2.463286155486598,0.09090821109731788,0.48,0.52,0.38745545270892323,0.9986293680866517,0.0013706319133483414,1.0541312467687718,0.9274056234722199,0.42977068991364137,0.3483326858626035,0.27977997520698766,0.46,0.5563382999971509,320,1,1.1457161014033308,0.8950031364747454,0.0013706319133483414,0.41015201190264355,0.07259437652778011,50,5,4
S2,0,Delay-Greedy,0.21401792465031821,0.38209455781780266,1.0433848058509354,0.043756636405749345,0.92,0.08,0.051901031629913295,0.9976986718901992,0.002301328109800853,1.0217436034455711,0.987637738572527,0.7704054432802591,0.39030528465083986,0.11187939869310128,0.96,0.0026029000291600823,1,1,0.39101239842959035,0.7081790160317939,0.002301328109800853,0.03089347120828172,0.012362261427472987,50,5,4
S2,1,RFOTO-ABC,0.1694021519160703,0.4732282529981686,1.010484072630071,0.04815457223154715,0.94,0.06,0.022074939863136064,0.9985451385861097,0.0014548614138902404,1.0175759914330287,0.9949937685737787,0.9714093956994541,0.5207675628131259,0.07093250227177199,0.88,0.5506696000229567,320,1,0.4148475128588528,0.3897634508033455,0.0014548614138902404,0.024735396336576048,0.005006231426221253,50,5,4
