scenario,run,algorithm,objective,delay_mean_s,delay_p95_s,energy_mean_j,success_rate,violation_rate,violation_mean,reliability_mean,link_failure_rate,attempts_mean,jain,utility_p05,utility_min,utility_cv,offload_rate,runtime_s,evaluations,feasible,t_hat,e_hat,r_hat,v_hat,fairness_loss,parameter,value
S4,0,RFOTO-ABC,0.3242175911800233,0.7144639447119314,1.7824218544538504,0.09052710249011538,0.83,0.17,0.11165072141128604,0.9982683167651083,0.0017316832348917188,1.026751662326534,0.9756416275386174,0.5973958075490742,0.3029930436599846,0.15800796233449046,0.8,0.7072878000326455,280,1,0.6667207671639719,0.8817164865269604,0.0017316832348917188,0.08511933557520203,0.024358372461382616,candidate_limit,2.0
S4,1,RFOTO-ABC,0.31582796412929376,0.7608938539713421,2.3304221327166896,0.09145603136821062,0.87,0.13,0.15414429192191437,0.9991502066939387,0.000849793306061265,1.0103707218177542,0.9671683259957964,0.43809332692772285,0.23822063161043922,0.18424490237916646,0.78,0.6665439999196678,280,1,0.6736625012187146,0.7142799050102413,0.000849793306061265,0.14070257324494417,0.032831674004203615,candidate_limit,2.0
S4,2,RFOTO-ABC,0.2733889133364931,0.6819963924665166,2.135878478936465,0.07636318030822219,0.86,0.14,0.12191006895542746,0.9974988776715233,0.0025011223284766458,1.0276222604603014,0.9750201076912451,0.5695081417485217,0.23860879579044939,0.16006209420814155,0.84,0.6720443000085652,280,1,0.5846724380505472,0.6411672013515302,0.0025011223284766458,0.10719406123647295,0.02497989230875486,candidate_limit,2.0
S4,3,RFOTO-ABC,0.29228714723624616,0.6082159202728309,1.2591009970019678,0.06813302307626594,0.89,0.11,0.09974873918807925,0.9986588042123692,0.001341195787630689,1.0158343171077395,0.9791996606342944,0.56805549477151,0.24201108960011772,0.14574698625292923,0.86,0.7841223999857903,280,1,0.6461045995709409,0.5939249522112748,0.001341195787630689,0.1531358577977508,0.020800339365705578,candidate_limit,2.0
S4,4,RFOTO-ABC,0.2586767503421871,0.6462049598012335,1.6068852671469527,0.08875703693342368,0.9,0.1,0.06567007349534136,0.9991313617181824,0.0008686382818176486,1.0185316517173644,0.9853557306320799,0.692101019960222,0.3853131959798628,0.12190943851415909,0.82,0.7079114000080153,280,1,0.5689052421114744,0.6652695224550921,0.0008686382818176486,0.05715857353801266,0.01464426936792007,candidate_limit,2.0
S4,5,RFOTO-ABC,0.26454075064260346,0.6732790045003079,1.6072603888183448,0.09596314525632275,0.85,0.15,0.06794535817233462,0.9991115347354673,0.0008884652645326863,1.0176856266473226,0.9864231543040582,0.7098834315824699,0.3304339746101377,0.11731885402814236,0.83,0.7228866999503225,280,1,0.5801478675882858,0.6816618145190634,0.0008884652645326863,0.06016116664149881,0.013576845695941753,candidate_limit,2.0
S4,0,RFOTO-ABC,0.3238327643941604,0.7068471057214044,1.830379009343232,0.09290947178466746,0.82,0.18,0.10245185083398735,0.9980434925556387,0.0019565074443611374,1.029198579774193,0.9782741732677904,0.6072544791627188,0.2872373808768982,0.14902456463046104,0.81,0.6804178000893444,280,1,0.6610478828413106,0.9011454552517408,0.0019565074443611374,0.07899519958947189,0.021725826732209574,candidate_limit,4.0
S4,1,RFOTO-ABC,0.31582796412929376,0.7608938539713421,2.3304221327166896,0.09145603136821062,0.87,0.13,0.15414429192191437,0.9991502066939387,0.000849793306061265,1.0103707218177542,0.9671683259957964,0.43809332692772285,0.23822063161043922,0.18424490237916646,0.78,0.6512784999795258,280,1,0.6736625012187146,0.7142799050102413,0.000849793306061265,0.14070257324494417,0.032831674004203615,candidate_limit,4.0
S4,2,RFOTO-ABC,0.27353891482207987,0.6811560715730436,2.135878478936465,0.07639851685055254,0.86,0.14,0.12191006895542746,0.9974918748191882,0.002508125180811652,1.0276594339122544,0.9750203447516659,0.5695081417485217,0.23860879579044939,0.16006131524955786,0.84,0.6721089999191463,280,1,0.5843999795618996,0.6426122086604952,0.002508125180811652,0.10719406123647295,0.02497965524833412,candidate_limit,4.0
S4,3,RFOTO-ABC,0.29228714723624616,0.6082159202728309,1.2591009970019678,0.06813302307626594,0.89,0.11,0.09974873918807925,0.9986588042123692,0.001341195787630689,1.0158343171077395,0.9791996606342944,0.56805549477151,0.24201108960011772,0.14574698625292923,0.86,0.7565843999618664,280,1,0.6461045995709409,0.5939249522112748,0.001341195787630689,0.1531358577977508,0.020800339365705578,candidate_limit,4.0
S4,4,RFOTO-ABC,0.2586767503421871,0.6462049598012335,1.6068852671469527,0.08875703693342368,0.9,0.1,0.06567007349534136,0.9991313617181824,0.0008686382818176486,1.0185316517173644,0.9853557306320799,0.692101019960222,0.3853131959798628,0.12190943851415909,0.82,0.7049802999245003,280,1,0.5689052421114744,0.6652695224550921,0.0008686382818176486,0.05715857353801266,0.01464426936792007,candidate_limit,4.0
S4,5,RFOTO-ABC,0.2651443771916965,0.6737876376816425,1.6453985033220013,0.09803335377797313,0.86,0.14,0.07272876241868771,0.9990698809799773,0.0009301190200226628,1.0196934654349974,0.9846120279305774,0.6887131733862737,0.3304339746101377,0.1250138488828903,0.82,0.7088867999846116,280,1,0.5787489433098857,0.6836552565055054,0.0009301190200226628,0.061658533095925463,0.01538797206942255,candidate_limit,4.0
S4,0,RFOTO-ABC,0.32492772749923604,0.7063745248746923,1.7850348592492575,0.09179873036675196,0.83,0.17,0.10376821531823968,0.9980883010197769,0.0019116989802230155,1.029282246184201,0.9772972140965133,0.574169315602352,0.2872373808768982,0.1524144862104249,0.81,0.6922175999497995,280,1,0.6612624698428915,0.9048162873990375,0.0019116989802230155,0.08040763698835976,0.022702785903486733,candidate_limit,6.0
S4,1,RFOTO-ABC,0.31582796412929376,0.7608938539713421,2.3304221327166896,0.09145603136821062,0.87,0.13,0.15414429192191437,0.9991502066939387,0.000849793306061265,1.0103707218177542,0.9671683259957964,0.43809332692772285,0.23822063161043922,0.18424490237916646,0.78,0.6723089000442997,280,1,0.6736625012187146,0.7142799050102413,0.000849793306061265,0.14070257324494417,0.032831674004203615,candidate_limit,6.0
S4,2,RFOTO-ABC,0.27353891482207987,0.6811560715730436,2.135878478936465,0.07639851685055254,0.86,0.14,0.12191006895542746,0.9974918748191882,0.002508125180811652,1.0276594339122544,0.9750203447516659,0.5695081417485217,0.23860879579044939,0.16006131524955786,0.84,0.6804724000394344,280,1,0.5843999795618996,0.6426122086604952,0.002508125180811652,0.10719406123647295,0.02497965524833412,candidate_limit,6.0
S4,3,RFOTO-ABC,0.2921328351338951,0.6085776232827006,1.2591009970019678,0.06872809151077579,0.9,0.1,0.0994748850928388,0.998637295324058,0.0013627046759418838,1.0173722025832963,0.9792149116249742,0.56805549477151,0.24201108960011772,0.1456924104009872,0.86,0.7812660000054166,280,1,0.6462478817363123,0.5929676783305508,0.0013627046759418838,0.1529416350351689,0.020785088375025795,candidate_limit,6.0
S4,4,RFOTO-ABC,0.2586761580768134,0.6460480972022089,1.6068852671469527,0.08890143295965164,0.9,0.1,0.0649702300463858,0.9991530237541147,0.0008469762458852215,1.0183398756448259,0.9855705863585638,0.6970118972635099,0.3853131959798628,0.12099863604088185,0.82,0.6777726000873372,280,1,0.5694114869492998,0.6653945746566139,0.0008469762458852215,0.05672117138241544,0.01442941364143624,candidate_limit,6.0
S4,5,RFOTO-ABC,0.2641703942229754,0.6793229997431804,1.764278118350117,0.09697717558364438,0.85,0.15,0.06689958258393928,0.9991186966522875,0.0008813033477124266,1.0195581813659713,0.9863596895285571,0.6938436640841457,0.3304339746101377,0.11759652004786138,0.84,0.7076971000060439,280,1,0.5814524074258367,0.6802865570937641,0.0008813033477124266,0.058168006248770714,0.013640310471442874,candidate_limit,6.0
S4,0,RFOTO-ABC,0.3225950704803256,0.7068646255271169,1.830379009343232,0.09265454651470029,0.82,0.18,0.10081378573169292,0.9980325059688634,0.001967494031136411,1.029247706693414,0.9784947617601902,0.6072544791627188,0.2872373808768982,0.14824937685042455,0.81,0.6883235999848694,280,1,0.661408169377293,0.8942724223726599,0.001967494031136411,0.07793152095161837,0.021505238239809765,candidate_limit,8.0
S4,1,RFOTO-ABC,0.31582796412929376,0.7608938539713421,2.3304221327166896,0.09145603136821062,0.87,0.13,0.15414429192191437,0.9991502066939387,0.000849793306061265,1.0103707218177542,0.9671683259957964,0.43809332692772285,0.23822063161043922,0.18424490237916646,0.78,0.6379243000410497,280,1,0.6736625012187146,0.7142799050102413,0.000849793306061265,0.14070257324494417,0.032831674004203615,candidate_limit,8.0
S4,2,RFOTO-ABC,0.27353891482207987,0.6811560715730436,2.135878478936465,0.07639851685055254,0.86,0.14,0.12191006895542746,0.9974918748191882,0.002508125180811652,1.0276594339122544,0.9750203447516659,0.5695081417485217,0.23860879579044939,0.16006131524955786,0.84,0.7052948999917135,280,1,0.5843999795618996,0.6426122086604952,0.002508125180811652,0.10719406123647295,0.02497965524833412,candidate_limit,8.0
S4,3,RFOTO-ABC,0.292340385653256,0.6083810041624089,1.2591009970019678,0.06819756937787527,0.89,0.11,0.09981532792356716,0.9986606580010554,0.0013393419989444944,1.0158329671517519,0.9791857721250657,0.56805549477151,0.24201108960011772,0.14579667015382577,0.86,0.7657632000045851,280,1,0.6460372787162404,0.5943019495356318,0.0013393419989444944,0.15318308385128832,0.020814227874934255,candidate_limit,8.0
S4,4,RFOTO-ABC,0.2586761580768134,0.6460480972022089,1.6068852671469527,0.08890143295965164,0.9,0.1,0.0649702300463858,0.9991530237541147,0.0008469762458852215,1.0183398756448259,0.9855705863585638,0.6970118972635099,0.3853131959798628,0.12099863604088185,0.82,0.6948264000238851,280,1,0.5694114869492998,0.6653945746566139,0.0008469762458852215,0.05672117138241544,0.01442941364143624,candidate_limit,8.0
S4,5,RFOTO-ABC,0.2641703942229754,0.6793229997431804,1.764278118350117,0.09697717558364438,0.85,0.15,0.06689958258393928,0.9991186966522875,0.0008813033477124266,1.0195581813659713,0.9863596895285571,0.6938436640841457,0.3304339746101377,0.11759652004786138,0.84,0.6980324001051486,280,1,0.5814524074258367,0.6802865570937641,0.0008813033477124266,0.058168006248770714,0.013640310471442874,candidate_limit,8.0
S4,0,RFOTO-ABC,0.6125794837696413,1.2196550779864632,3.370988199453605,0.16242564090355616,0.5,0.5,0.46811057533012534,0.9985031586268076,0.0014968413731924512,1.0290494862553599,0.9087659601718676,0.29361686302128037,0.21369654864084647,0.31684906309626293,0.73,0.7656668999698013,280,1,1.1113645599875528,1.5277728530766603,0.0014968413731924512,0.3663517662495826,0.09123403982813238,resource_temperature,0.4
S4,1,RFOTO-ABC,0.4485477321250278,1.0877456784567416,2.933820078897638,0.12515024490002327,0.55,0.45,0.3489503372676454,0.9994094985665272,0.0005905014334727921,1.0113939932075366,0.931028224893912,0.3364410655704433,0.23822063161043922,0.2721787894290826,0.75,0.6718580999877304,280,1,0.8908895633403149,0.9942498283337635,0.0005905014334727921,0.26489600194910706,0.06897177510608798,resource_temperature,0.4
S4,2,RFOTO-ABC,0.4735299336893657,1.0459652630307792,2.5564184181220795,0.12043399312734036,0.53,0.47,0.36474893793868723,0.9980607495604056,0.0019392504395943744,1.0237690658837952,0.9335226890127335,0.3955031833297727,0.2320542168714961,0.2668543477803282,0.82,0.7163184999953955,280,1,0.8819107777997667,1.1482274105983894,0.0019392504395943744,0.2818347236546271,0.0664773109872665,resource_temperature,0.4
S4,3,RFOTO-ABC,0.40699848762598223,0.8405823145919061,1.9571810514594987,0.08901401707493285,0.73,0.27,0.18886664106937512,0.9989881265925691,0.0010118734074309643,1.016592348531161,0.9621588212016152,0.5187828528169349,0.24201108960011772,0.1983165439612997,0.84,0.8035676000872627,280,1,0.8549986494084011,0.8337781301399771,0.0010118734074309643,0.2492142170065659,0.03784117879838478,resource_temperature,0.4
S4,4,RFOTO-ABC,0.41569366970182325,1.0067787640407324,2.9012805249055185,0.12561934916031342,0.68,0.32,0.27833477112718213,0.9993857750195824,0.0006142249804175959,1.0185012822782602,0.9418968535326273,0.4118352374423348,0.30455775490076936,0.24836943688541777,0.75,0.743812800035812,280,1,0.8400934616917096,0.9331576666440615,0.0006142249804175959,0.22743334926438866,0.05810314646737269,resource_temperature,0.4
S4,5,RFOTO-ABC,0.44128187708177863,1.1433051063809387,2.939190581410381,0.14664000585065615,0.52,0.48,0.3568307561340041,0.9992396515511223,0.000760348448877728,1.0185011718642873,0.933155239552565,0.3341447097134823,0.216937250670502,0.2676435219432992,0.79,0.7894674999406561,280,1,0.866387520481599,1.0304275661390485,0.000760348448877728,0.23976831313452335,0.06684476044743504,resource_temperature,0.4
S4,0,RFOTO-ABC,0.3238327643941604,0.7068471057214044,1.830379009343232,0.09290947178466746,0.82,0.18,0.10245185083398735,0.9980434925556387,0.0019565074443611374,1.029198579774193,0.9782741732677904,0.6072544791627188,0.2872373808768982,0.14902456463046104,0.81,0.6871900999685749,280,1,0.6610478828413106,0.9011454552517408,0.0019565074443611374,0.07899519958947189,0.021725826732209574,resource_temperature,0.8
S4,1,RFOTO-ABC,0.31582796412929376,0.7608938539713421,2.3304221327166896,0.09145603136821062,0.87,0.13,0.15414429192191437,0.9991502066939387,0.000849793306061265,1.0103707218177542,0.9671683259957964,0.43809332692772285,0.23822063161043922,0.18424490237916646,0.78,0.6795857000397518,280,1,0.6736625012187146,0.7142799050102413,0.000849793306061265,0.14070257324494417,0.032831674004203615,resource_temperature,0.8
S4,2,RFOTO-ABC,0.27353891482207987,0.6811560715730436,2.135878478936465,0.07639851685055254,0.86,0.14,0.12191006895542746,0.9974918748191882,0.002508125180811652,1.0276594339122544,0.9750203447516659,0.5695081417485217,0.23860879579044939,0.16006131524955786,0.84,0.6932813000166789,280,1,0.5843999795618996,0.6426122086604952,0.002508125180811652,0.10719406123647295,0.02497965524833412,resource_temperature,0.8
S4,3,RFOTO-ABC,0.29228714723624616,0.6082159202728309,1.2591009970019678,0.06813302307626594,0.89,0.11,0.09974873918807925,0.9986588042123692,0.001341195787630689,1.0158343171077395,0.9791996606342944,0.56805549477151,0.24201108960011772,0.14574698625292923,0.86,0.7868712999625131,280,1,0.6461045995709409,0.5939249522112748,0.001341195787630689,0.1531358577977508,0.020800339365705578,resource_temperature,0.8
S4,4,RFOTO-ABC,0.2586767503421871,0.6462049598012335,1.6068852671469527,0.08875703693342368,0.9,0.1,0.06567007349534136,0.9991313617181824,0.0008686382818176486,1.0185316517173644,0.9853557306320799,0.692101019960222,0.3853131959798628,0.12190943851415909,0.82,0.7260612999089062,280,1,0.5689052421114744,0.6652695224550921,0.0008686382818176486,0.05715857353801266,0.01464426936792007,resource_temperature,0.8
S4,5,RFOTO-ABC,0.2651443771916965,0.6737876376816425,1.6453985033220013,0.09803335377797313,0.86,0.14,0.07272876241868771,0.9990698809799773,0.0009301190200226628,1.0196934654349974,0.9846120279305774,0.6887131733862737,0.3304339746101377,0.1250138488828903,0.82,0.7439746999880299,280,1,0.5787489433098857,0.6836552565055054,0.0009301190200226628,0.061658533095925463,0.01538797206942255,resource_temperature,0.8
S4,0,RFOTO-ABC,0.29086180053201727,0.6148649221495499,1.412126585660086,0.08606326246562389,0.89,0.11,0.05267607942892418,0.9979391113987316,0.0020608886012685157,1.0322971389799196,0.988632841117237,0.7775986952588114,0.3708087155959326,0.10722805998603918,0.85,0.7170302000595257,280,1,0.6058565374372635,0.837997206489813,0.0020608886012685157,0.04632333458624499,0.011367158882762962,resource_temperature,1.2
S4,1,RFOTO-ABC,0.3019346799114404,0.7204546273461035,2.3304221327166896,0.08643804116194101,0.87,0.13,0.15414429192191437,0.9990130178646237,0.0009869821353763475,1.010587529890029,0.9671683074122188,0.43809332692772285,0.23822063161043922,0.18424495629293164,0.78,0.675423700013198,280,1,0.6516918436380407,0.6580928358363453,0.0009869821353763475,0.14070257324494417,0.03283169258778118,resource_temperature,1.2
S4,2,RFOTO-ABC,0.252442448817526,0.6292240275354785,2.135878478936465,0.0692895046105065,0.87,0.13,0.11966946012420973,0.9972937002002685,0.0027062997997316252,1.0274652401270539,0.9752416883940911,0.5695081417485217,0.23860879579044939,0.15933250477074945,0.84,0.6911349000874907,280,1,0.5543945003870908,0.5542988561640178,0.0027062997997316252,0.10577595438127184,0.02475831160590891,resource_temperature,1.2
S4,3,RFOTO-ABC,0.2776171045136865,0.5573445060620184,1.2380940143291064,0.06797723214405864,0.89,0.11,0.08828061051998379,0.9973537896331923,0.002646210366807561,1.02073447684623,0.9800893928387746,0.5491249556051527,0.3388862601131657,0.14253102468353598,0.85,0.7123592999996617,280,1,0.6195531276997606,0.5901043146234906,0.002646210366807561,0.12278936899070987,0.01991060716122539,resource_temperature,1.2
S4,4,RFOTO-ABC,0.24109705789866054,0.5949807568609078,1.2271078860107991,0.08135103167634092,0.92,0.08,0.05444776949638776,0.998909387432125,0.0010906125678749035,1.0194757359372553,0.9875110602580605,0.707123453679112,0.3853131959798628,0.11245837424730226,0.83,0.6950693998951465,280,1,0.5433423149593114,0.6042257153286675,0.0010906125678749035,0.05014463353866666,0.012488939741939542,resource_temperature,1.2
S4,5,RFOTO-ABC,0.24726820570320143,0.6177680563200703,1.5577836468518742,0.09015992214493306,0.89,0.11,0.06493454821642983,0.9991300082148529,0.0008699917851471695,1.0196483767828024,0.9860032576723837,0.6938436640841457,0.3304339746101377,0.11914458499410008,0.83,0.6668806000379845,280,1,0.5511719335260329,0.619692519165414,0.0008699917851471695,0.0569913389628369,0.013996742327616274,resource_temperature,1.2
S4,0,RFOTO-ABC,0.285626892850314,0.5975055858352833,1.2539071190566011,0.08309817273306228,0.88,0.12,0.0506630381569543,0.9979129176842457,0.0020870823157543806,1.0321640448856009,0.989003398682555,0.8832921395249184,0.3708087155959326,0.10544605782172838,0.85,0.7253274999093264,280,1,0.6014262330852387,0.8113068827773674,0.0020870823157543806,0.04602958200652657,0.010996601317444954,resource_temperature,1.6
S4,1,RFOTO-ABC,0.29838569150271654,0.7089246149161117,2.3304221327166896,0.08507034157150946,0.87,0.13,0.15414429192191437,0.998866488059252,0.001133511940748001,1.0106238544380213,0.9671644476181137,0.43809332692772285,0.23822063161043922,0.18425615384156435,0.78,0.6604347999673337,280,1,0.6480509715063739,0.6403018004630303,0.001133511940748001,0.14070257324494417,0.03283555238188629,resource_temperature,1.6
S4,2,RFOTO-ABC,0.2475310593421789,0.6155191472174316,2.135878478936465,0.06755726348953893,0.87,0.13,0.11924469568108315,0.9971413348822629,0.0028586651177371016,1.0295284157517735,0.975255187040643,0.5695081417485217,0.23860879579044939,0.15928796109716173,0.84,0.6749622999923304,280,1,0.5504391914456515,0.5284068498785529,0.0028586651177371016,0.10550711612612843,0.024744812959357043,resource_temperature,1.6
S4,3,RFOTO-ABC,0.267269160355178,0.5370611485732331,1.200757030959146,0.0657813787727803,0.9,0.1,0.07773717857377989,0.9976867186845462,0.0023132813154537104,1.018115367823409,0.9825422310408933,0.56805549477151,0.3388862601131657,0.13329650356383158,0.86,0.7246917000738904,280,1,0.6070131680314218,0.5573773821335294,0.0023132813154537104,0.1153117576813454,0.017457768959106668,resource_temperature,1.6
S4,4,RFOTO-ABC,0.2364712341449855,0.583853609345907,1.2309986411849774,0.07956889700562056,0.93,0.07,0.053239576410871764,0.9989870587430952,0.0010129412569047237,1.0194062925755527,0.9877334862250425,0.707123453679112,0.3853131959798628,0.11143989306657386,0.83,0.7093417000724003,280,1,0.5401809460579604,0.5802403606521068,0.0010129412569047237,0.049389512860219156,0.012266513774957466,resource_temperature,1.6
S4,5,RFOTO-ABC,0.2433965374033309,0.6009586200762116,1.5203355063979804,0.08851101618111169,0.91,0.09,0.05976905059897293,0.9991174576241935,0.0008825423758064677,1.0200728596590767,0.9868765779084668,0.7177990654176306,0.3304339746101377,0.11531667930314012,0.84,0.6668358000461012,280,1,0.5466004320679934,0.6075123396211848,0.0008825423758064677,0.05389822661705433,0.013123422091533166,resource_temperature,1.6
S4,0,RFOTO-ABC,0.310825676605549,0.6500787609908051,1.381655086000548,0.08395417183806801,0.88,0.12,0.08647076775424185,0.9978810926345537,0.0021189073654462954,1.030953041019266,0.9809729636833958,0.6378318399983194,0.2872373808768982,0.13926983290038641,0.82,0.6790570999728516,280,1,0.6387384698831747,0.8546945770478607,0.0021189073654462954,0.07863614262798545,0.019027036316604184,reliability_risk_weight,0.15
S4,1,RFOTO-ABC,0.31582796412929376,0.7608938539713421,2.3304221327166896,0.09145603136821062,0.87,0.13,0.15414429192191437,0.9991502066939387,0.000849793306061265,1.0103707218177542,0.9671683259957964,0.43809332692772285,0.23822063161043922,0.18424490237916646,0.78,0.6834330999990925,280,1,0.6736625012187146,0.7142799050102413,0.000849793306061265,0.14070257324494417,0.032831674004203615,reliability_risk_weight,0.15
S4,2,RFOTO-ABC,0.27353891482207987,0.6811560715730436,2.135878478936465,0.07639851685055254,0.86,0.14,0.12191006895542746,0.9974918748191882,0.002508125180811652,1.0276594339122544,0.9750203447516659,0.5695081417485217,0.23860879579044939,0.16006131524955786,0.84,0.6626020999392495,280,1,0.5843999795618996,0.6426122086604952,0.002508125180811652,0.10719406123647295,0.02497965524833412,reliability_risk_weight,0.15
S4,3,RFOTO-ABC,0.29228714723624616,0.6082159202728309,1.2591009970019678,0.06813302307626594,0.89,0.11,0.09974873918807925,0.9986588042123692,0.001341195787630689,1.0158343171077395,0.9791996606342944,0.56805549477151,0.24201108960011772,0.14574698625292923,0.86,0.7789312000386417,280,1,0.6461045995709409,0.5939249522112748,0.001341195787630689,0.1531358577977508,0.020800339365705578,reliability_risk_weight,0.15
S4,4,RFOTO-ABC,0.2586767503421871,0.6462049598012335,1.6068852671469527,0.08875703693342368,0.9,0.1,0.06567007349534136,0.9991313617181824,0.0008686382818176486,1.0185316517173644,0.9853557306320799,0.692101019960222,0.3853131959798628,0.12190943851415909,0.82,0.6927965999348089,280,1,0.5689052421114744,0.6652695224550921,0.0008686382818176486,0.05715857353801266,0.01464426936792007,reliability_risk_weight,0.15
S4,5,RFOTO-ABC,0.26527550219076024,0.6746410787331967,1.6453985033220013,0.09751883939223281,0.87,0.13,0.07286464607643443,0.9990746594147859,0.0009253405852141361,1.0196037595439194,0.9844732195264759,0.6887131733862737,0.3304339746101377,0.12558528429894572,0.83,0.7307831000071019,280,1,0.5796856963606393,0.6827001184907696,0.0009253405852141361,0.06173990055565404,0.015526780473524071,reliability_risk_weight,0.15
S4,0,RFOTO-ABC,0.3238327643941604,0.7068471057214044,1.830379009343232,0.09290947178466746,0.82,0.18,0.10245185083398735,0.9980434925556387,0.0019565074443611374,1.029198579774193,0.9782741732677904,0.6072544791627188,0.2872373808768982,0.14902456463046104,0.81,0.7088301000185311,280,1,0.6610478828413106,0.9011454552517408,0.0019565074443611374,0.07899519958947189,0.021725826732209574,reliability_risk_weight,0.35
S4,1,RFOTO-ABC,0.31582796412929376,0.7608938539713421,2.3304221327166896,0.09145603136821062,0.87,0.13,0.15414429192191437,0.9991502066939387,0.000849793306061265,1.0103707218177542,0.9671683259957964,0.43809332692772285,0.23822063161043922,0.18424490237916646,0.78,0.6653723999625072,280,1,0.6736625012187146,0.7142799050102413,0.000849793306061265,0.14070257324494417,0.032831674004203615,reliability_risk_weight,0.35
S4,2,RFOTO-ABC,0.27353891482207987,0.6811560715730436,2.135878478936465,0.07639851685055254,0.86,0.14,0.12191006895542746,0.9974918748191882,0.002508125180811652,1.0276594339122544,0.9750203447516659,0.5695081417485217,0.23860879579044939,0.16006131524955786,0.84,0.6660003000870347,280,1,0.5843999795618996,0.6426122086604952,0.002508125180811652,0.10719406123647295,0.02497965524833412,reliability_risk_weight,0.35
S4,3,RFOTO-ABC,0.29228714723624616,0.6082159202728309,1.2591009970019678,0.06813302307626594,0.89,0.11,0.09974873918807925,0.9986588042123692,0.001341195787630689,1.0158343171077395,0.9791996606342944,0.56805549477151,0.24201108960011772,0.14574698625292923,0.86,0.7588048999896273,280,1,0.6461045995709409,0.5939249522112748,0.001341195787630689,0.1531358577977508,0.020800339365705578,reliability_risk_weight,0.35
S4,4,RFOTO-ABC,0.2586767503421871,0.6462049598012335,1.6068852671469527,0.08875703693342368,0.9,0.1,0.06567007349534136,0.9991313617181824,0.0008686382818176486,1.0185316517173644,0.9853557306320799,0.692101019960222,0.3853131959798628,0.12190943851415909,0.82,0.6982179000042379,280,1,0.5689052421114744,0.6652695224550921,0.0008686382818176486,0.05715857353801266,0.01464426936792007,reliability_risk_weight,0.35
S4,5,RFOTO-ABC,0.2651443771916965,0.6737876376816425,1.6453985033220013,0.09803335377797313,0.86,0.14,0.07272876241868771,0.9990698809799773,0.0009301190200226628,1.0196934654349974,0.9846120279305774,0.6887131733862737,0.3304339746101377,0.1250138488828903,0.82,0.6864498000359163,280,1,0.5787489433098857,0.6836552565055054,0.0009301190200226628,0.061658533095925463,0.01538797206942255,reliability_risk_weight,0.35
S4,0,RFOTO-ABC,0.32263375053827936,0.7074745588393521,1.7994692989912613,0.09177804492538395,0.84,0.16,0.10470487316258391,0.9981581725583659,0.0018418274416341462,1.0292190394050444,0.9769936032144889,0.5763549076449347,0.2872373808768982,0.15345408102298078,0.81,0.7061902000568807,280,1,0.6638929979631083,0.8839147463293188,0.0018418274416341462,0.08101585636780406,0.023006396785511085,reliability_risk_weight,0.55
S4,1,RFOTO-ABC,0.31584796932979486,0.7608463067599905,2.3304221327166896,0.09146580371978828,0.87,0.13,0.15414429192191437,0.9991512735114584,0.0008487264885414558,1.0103583906748774,0.9671682852602692,0.43809332692772285,0.23822063161043922,0.1842450205590646,0.78,0.6800072999903932,280,1,0.673580459289783,0.7145513912496342,0.0008487264885414558,0.14070257324494417,0.03283171473973079,reliability_risk_weight,0.55
S4,2,RFOTO-ABC,0.2729559215636197,0.6805855127508049,2.135878478936465,0.07613442167726964,0.86,0.14,0.12191006895542746,0.9975458900128855,0.0024541099871145046,1.0271316513821975,0.9750177413005541,0.5695081417485217,0.23860879579044939,0.1600698697617318,0.84,0.683976500062272,280,1,0.5838742374052522,0.639671240672324,0.0024541099871145046,0.10719406123647295,0.024982258699445925,reliability_risk_weight,0.55
S4,3,RFOTO-ABC,0.2925518823741915,0.6089617794092197,1.2591009970019678,0.06811215348017793,0.89,0.11,0.09987179995767484,0.9986584201625763,0.0013415798374235288,1.0158545848014278,0.9791840860649517,0.56805549477151,0.24201108960011772,0.14580270070533202,0.86,0.7885117999976501,280,1,0.646122497133437,0.5954984753217554,0.0013415798374235288,0.15322313493930795,0.020815913935048336,reliability_risk_weight,0.55
S4,4,RFOTO-ABC,0.2586767503421871,0.6462049598012335,1.6068852671469527,0.08875703693342368,0.9,0.1,0.06567007349534136,0.9991313617181824,0.0008686382818176486,1.0185316517173644,0.9853557306320799,0.692101019960222,0.3853131959798628,0.12190943851415909,0.82,0.7338485000655055,280,1,0.5689052421114744,0.6652695224550921,0.0008686382818176486,0.05715857353801266,0.01464426936792007,reliability_risk_weight,0.55
S4,5,RFOTO-ABC,0.26603684164599256,0.6800398697791995,1.6453985033220013,0.09824530103180784,0.86,0.14,0.07232302417488698,0.999067597930881,0.0009324020691188928,1.0195431719886021,0.9848542921014956,0.6938436640841457,0.3304339746101377,0.12401059675569207,0.83,0.7462550000054762,280,1,0.5809696508798294,0.6865479887433894,0.0009324020691188928,0.06141557606370946,0.015145707898504446,reliability_risk_weight,0.55
S4,0,RFOTO-ABC,0.3238327643941604,0.7068471057214044,1.830379009343232,0.09290947178466746,0.82,0.18,0.10245185083398735,0.9980434925556387,0.0019565074443611374,1.029198579774193,0.9782741732677904,0.6072544791627188,0.2872373808768982,0.14902456463046104,0.81,0.6908278999617323,280,1,0.6610478828413106,0.9011454552517408,0.0019565074443611374,0.07899519958947189,0.021725826732209574,fairness_strength,0.0
