scenario,run,algorithm,objective,delay_mean_s,delay_p95_s,energy_mean_j,success_rate,violation_rate,violation_mean,reliability_mean,link_failure_rate,attempts_mean,jain,utility_p05,utility_min,utility_cv,offload_rate,runtime_s,evaluations,feasible,t_hat,e_hat,r_hat,v_hat,fairness_loss,bandwidth_scale,cpu_scale
S3,4,RFOTO-ABC,0.40912824464381026,0.9311782100276677,2.086310218719553,0.14113147987514787,0.58,0.42,0.15104518381722912,0.9990268167506691,0.00097318324933107,1.0084262600003022,0.972828799469393,0.5948107580149087,0.46706725695913287,0.16712299283911847,0.64,0.464050899958238,280,1,0.828294886907879,1.0995621537981815,0.00097318324933107,0.13139953247062425,0.027171200530606954,0.5,1.0
S3,5,RFOTO-ABC,0.4320544417460727,0.7952907691836242,1.673504098431803,0.12226765362810246,0.63,0.37,0.1741583603304816,0.9995412324181673,0.0004587675818325732,1.0221476307065724,0.9659969912205034,0.5053900156361367,0.36402856783224974,0.18761639503406521,0.51,0.5560242000501603,280,1,0.8948771814262645,1.0500658899667925,0.0004587675818325732,0.18253223224478665,0.03400300877949658,0.5,1.0
S3,6,RFOTO-ABC,0.40564436160232636,1.0425594614761615,2.146594094781397,0.16270155800868508,0.56,0.44,0.1882828822765063,0.9998375450176243,0.0001624549823756316,1.013204476633351,0.9660102715112346,0.5679405699702771,0.33705983750677604,0.18757846413074186,0.57,0.5204908999148756,280,1,0.8688465122718576,0.9808739986145076,0.0001624549823756316,0.1446827338895836,0.03398972848876536,0.5,1.0
S3,7,RFOTO-ABC,0.38546022529452506,1.0344702455942867,2.203198184953288,0.12742547690441547,0.58,0.42,0.22030473737769873,0.9992331775898614,0.0007668224101385901,1.011440322735986,0.9581925095830998,0.495569140421191,0.2959343269603696,0.2088818300048971,0.61,0.5225049000000581,280,1,0.8437173277991575,0.8507404024040658,0.0007668224101385901,0.1619813797582521,0.04180749041690024,0.5,1.0
S3,0,RFOTO-ABC,0.4971683157634526,1.1149532948212315,2.60835462471479,0.17684703357964168,0.56,0.44,0.32247990322920494,0.9987599828199311,0.0012400171800688298,1.0094689579963534,0.9368154369502453,0.42118379372467035,0.21709136599337844,0.2597039014856176,0.62,0.46493199991527945,280,1,0.9585254602163132,1.240138853432325,0.0012400171800688298,0.2471617392041943,0.06318456304975473,0.5,1.25
S3,1,RFOTO-ABC,0.4303659812441542,0.8487661207148365,1.6535477453781384,0.14268990471931897,0.64,0.36,0.16766252868155035,0.9996922324706011,0.00030776752939885133,1.008472164146416,0.9679397806120178,0.5184458371935631,0.31958408901372876,0.18199484026234997,0.57,0.588057899964042,280,1,0.892378655226052,1.0611297020420432,0.00030776752939885133,0.17292510286903057,0.0320602193879822,0.5,1.25
S3,2,RFOTO-ABC,0.46207036798840123,1.0242317095407523,2.7474041472960495,0.13987814699107548,0.61,0.39,0.27766126999688834,0.9991335378278025,0.0008664621721975662,1.00968801517633,0.9448431545192087,0.4205271303320502,0.2567412015641857,0.24161275064838847,0.51,0.5668579000048339,280,1,0.9346131582521724,1.0711316727532443,0.0008664621721975662,0.2372020330232532,0.05515684548079125,0.5,1.25
S3,3,RFOTO-ABC,0.4004619120928463,0.8004597239246266,1.8456026844253324,0.127196155887372,0.63,0.37,0.13119963153927836,0.9990729599265591,0.000927040073441019,1.0080448369236086,0.9759603816129322,0.6127107843320925,0.3146223577246927,0.15694507450506856,0.59,0.5143162000458688,280,1,0.8717732380635904,0.9510222217438077,0.000927040073441019,0.14429567417051706,0.024039618387067807,0.5,1.25
S3,4,RFOTO-ABC,0.40282996188764386,0.9055799828446512,2.0595327794546363,0.1416605437860153,0.66,0.34,0.1455503320922755,0.9990407803661302,0.0009592196338699732,1.0086113721442527,0.971679543803416,0.5763105996154868,0.360445016359164,0.1707216472453694,0.65,0.4699547999771312,280,1,0.7934094821905073,1.124367382678253,0.0009592196338699732,0.1255302863280699,0.028320456196583965,0.5,1.25
S3,5,RFOTO-ABC,0.4208499774865719,0.7651443761808742,1.4806861707902326,0.12470398736122018,0.68,0.32,0.1456000959438561,0.9994352230862504,0.0005647769137494051,1.0243782686148821,0.9707842932629099,0.5237969340142612,0.37098249497974883,0.17347896711088928,0.56,0.5643458999693394,280,1,0.8361553952767141,1.1450918819044942,0.0005647769137494051,0.14220813995362314,0.029215706737090064,0.5,1.25
