scenario,run,algorithm,objective,delay_mean_s,delay_p95_s,energy_mean_j,success_rate,violation_rate,violation_mean,reliability_mean,link_failure_rate,attempts_mean,jain,utility_p05,utility_min,utility_cv,offload_rate,runtime_s,evaluations,feasible,t_hat,e_hat,r_hat,v_hat,fairness_loss,budget,comparison_suite
S1,0,GWO,0.17929572779479266,0.4437824104780355,0.8077332164073838,0.06224654878322923,0.95,0.05,0.030310136318685472,0.9988951677250262,0.0011048322749738215,1.0150975815736196,0.9930264546336971,0.9613401819213925,0.6225864167580385,0.0838004606708118,0.95,0.12411619996419176,320,1,0.388875100340512,0.4793013898242702,0.0011048322749738215,0.03565898390433585,0.006973545366302902,320,advanced
S1,1,RFOTO-ABC,0.137866331946408,0.3634277879729769,0.6794043264297156,0.03664200645465563,0.95,0.05,0.04384782155461617,0.9938942623157777,0.006105737684222412,1.0337880922754796,0.9890992071526986,0.904830336744475,0.5327774174374601,0.1049806159209989,0.95,0.1213450999930501,320,1,0.37441422607553165,0.22384360552555002,0.006105737684222412,0.03131987253901155,0.010900792847301388,320,advanced
S1,1,Standard-ABC,0.32778819191964176,0.7653275101992474,1.9735088342690779,0.1196352683989024,0.75,0.25,0.21656685315847907,0.9918624715374461,0.008137528462553967,1.067427738795348,0.954016449016447,0.5242596923975785,0.362422916639829,0.21954488407465436,0.65,0.11683280003489926,320,1,0.7566417080283161,0.5375715813320465,0.008137528462553967,0.1978679574908479,0.045983550983553,320,advanced
S1,1,GA,0.20059460767599283,0.4948562174400733,0.8689112320865753,0.06973178640099073,0.9,0.1,0.05361331862608384,0.9948241734087034,0.005175826591296534,1.035671033113955,0.988143854311605,0.8214118139162424,0.5327774174374601,0.10953721044659145,0.85,0.11281369999051094,320,1,0.507192640361705,0.40939369011022037,0.005175826591296534,0.038295227590059884,0.011856145688394992,320,advanced
S1,1,PSO,0.4964865149765871,1.1643474784218117,3.3197123435677005,0.1436981644471477,0.5,0.5,0.48658896779090133,0.9942858398414268,0.005714160158573289,1.0772118129943506,0.9083865256557292,0.3602433685701002,0.3188319552452525,0.31757355817559335,0.5,0.11374999996041879,320,1,1.0877522169047655,0.6544064601574319,0.005714160158573289,0.44601055417370244,0.0916134743442708,320,advanced
S1,1,DE,0.6881901087283754,1.2813533877100074,2.6562980469705226,0.17891623673687768,0.4,0.6,0.654524875211661,0.9998229829924788,0.0001770170075210742,1.0081916119780838,0.8821409677755624,0.3649727882487374,0.2923852120070333,0.36552108942568945,0.35,0.3153048999956809,320,1,1.4846268512966176,0.8629633007378119,0.0001770170075210742,0.6794985702335172,0.11785903222443761,320,advanced
S1,1,Gbest-ABC,0.1389374432968287,0.35676468578603004,0.630928469135258,0.037963762026550475,0.95,0.05,0.04384782155461617,0.995249168537773,0.004750831462227018,1.0300053772480084,0.9892223878008719,0.9305377535201125,0.5327774174374601,0.10437928270284651,0.95,0.38630880002165213,320,1,0.3680860171786428,0.24346108496733665,0.004750831462227018,0.03131987253901155,0.010777612199128095,320,advanced
S1,1,MeABC,0.1389374432968287,0.35676468578603004,0.630928469135258,0.037963762026550475,0.95,0.05,0.04384782155461617,0.995249168537773,0.004750831462227018,1.0300053772480084,0.9892223878008719,0.9305377535201125,0.5327774174374601,0.10437928270284651,0.95,0.37556720001157373,320,1,0.3680860171786428,0.24346108496733665,0.004750831462227018,0.03131987253901155,0.010777612199128095,320,advanced
S1,1,JADE,0.1389374432968287,0.35676468578603004,0.630928469135258,0.037963762026550475,0.95,0.05,0.04384782155461617,0.995249168537773,0.004750831462227018,1.0300053772480084,0.9892223878008719,0.9305377535201125,0.5327774174374601,0.10437928270284651,0.95,0.4160071999649517,320,1,0.3680860171786428,0.24346108496733665,0.004750831462227018,0.03131987253901155,0.010777612199128095,320,advanced
S1,1,LSHADE-lite,0.1389374432968287,0.35676468578603004,0.630928469135258,0.037963762026550475,0.95,0.05,0.04384782155461617,0.995249168537773,0.004750831462227018,1.0300053772480084,0.9892223878008719,0.9305377535201125,0.5327774174374601,0.10437928270284651,0.95,0.39009770000120625,320,1,0.3680860171786428,0.24346108496733665,0.004750831462227018,0.03131987253901155,0.010777612199128095,320,advanced
S1,1,CMAES-lite,0.1389374432968287,0.35676468578603004,0.630928469135258,0.037963762026550475,0.95,0.05,0.04384782155461617,0.995249168537773,0.004750831462227018,1.0300053772480084,0.9892223878008719,0.9305377535201125,0.5327774174374601,0.10437928270284651,0.95,0.4004490000079386,320,1,0.3680860171786428,0.24346108496733665,0.004750831462227018,0.03131987253901155,0.010777612199128095,320,advanced
S1,1,GWO,0.1389374432968287,0.35676468578603004,0.630928469135258,0.037963762026550475,0.95,0.05,0.04384782155461617,0.995249168537773,0.004750831462227018,1.0300053772480084,0.9892223878008719,0.9305377535201125,0.5327774174374601,0.10437928270284651,0.95,0.34926340001402423,320,1,0.3680860171786428,0.24346108496733665,0.004750831462227018,0.03131987253901155,0.010777612199128095,320,advanced
S1,2,RFOTO-ABC,0.15519323546087965,0.3696965427650776,0.6625582977421838,0.040508494983433445,0.95,0.05,0.029304307215712116,0.9975274313906025,0.00247256860939738,1.023506506417265,0.9933254322051206,0.9543554176455133,0.6304827789995974,0.08197205010965486,0.95,0.39191700000083074,320,1,0.3792705099083472,0.3576466472658382,0.00247256860939738,0.02093164801122294,0.006674567794879405,320,advanced
S1,2,Standard-ABC,0.3284519808638496,0.6403725053481026,1.4985320815657728,0.07383310885149587,0.7,0.3,0.1967002126028256,0.9974145169345953,0.0025854830654048087,1.041067657648869,0.9587470424888578,0.4801521389919873,0.367814407250262,0.20743189081387595,0.8,0.3719592000124976,320,1,0.7670777176554501,0.6078176001904356,0.0025854830654048087,0.1552194847266776,0.04125295751114222,320,advanced
