scenario,run,algorithm,objective,delay_mean_s,delay_p95_s,energy_mean_j,success_rate,violation_rate,violation_mean,reliability_mean,link_failure_rate,attempts_mean,jain,utility_p05,utility_min,utility_cv,offload_rate,runtime_s,evaluations,feasible,t_hat,e_hat,r_hat,v_hat,fairness_loss
S1,1,Offload-then-Allocate,0.1531311498084129,0.38346774241672515,1.1825399436414596,0.037021705681756764,0.85,0.15,0.055754779694283926,0.9999696236021745,3.0376397825504498e-05,1.0093777083962112,0.9888108388235551,0.840259660913922,0.5515567906913142,0.10637563259080045,0.85,0.0011163000017404556,1,1,0.4060234085637488,0.2529279571778288,3.0376397825504498e-05,0.0480066185390782,0.011189161176444862
S1,2,RFOTO-ABC,0.13065487605066178,0.31805465367100416,0.6583789931334634,0.030662721129929682,1.0,0.0,0.0,0.9970674246923756,0.0029325753076243854,1.0099991981341507,0.9999310383827401,0.9888538682231175,0.962939931915428,0.0083045995261711,1.0,0.5539384000003338,500,1,0.2960804069625165,0.3735861000394588,0.0029325753076243854,0.0,6.896161725988836e-05
S1,2,Standard-ABC,0.2750571250261723,0.5997410577981335,1.6707787293385934,0.10823999388333032,0.85,0.15,0.07882620431371193,0.9988733229616441,0.0011266770383557667,1.0128209949667186,0.9822355812397583,0.6521383962998286,0.49660968096885905,0.13448308712037557,0.8,0.5237360000610352,500,1,0.5530670148981476,0.7790648580649583,0.0011266770383557667,0.06816257748073716,0.017764418760241707
S1,2,GA,0.18889180149148993,0.3863559413044908,0.7298769558830548,0.03706874861054145,0.9,0.1,0.035019911365013666,0.9929141822522981,0.007085817747701695,1.021291449714733,0.9934874286653514,0.772674760024312,0.7082938384281395,0.08096457837992815,0.9,0.4817602999974042,500,1,0.4702379605964181,0.39090145654228103,0.007085817747701695,0.04121217444522262,0.006512571334648554
S1,2,PSO,0.6800490787495417,1.5982083243379435,5.766190075774376,0.12584978331777724,0.35,0.65,0.7318565209330345,0.9999632380918012,3.676190819889014e-05,1.0187209846680567,0.8770682358620491,0.26207073660429897,0.2081870323867928,0.3743823496538235,0.25,0.5908142999978736,500,1,1.489970083637457,0.81362325163728,3.676190819889014e-05,0.6682638123690121,0.12293176413795093
S1,2,DE,0.5533534214074144,1.458865402353189,4.797085175264662,0.14385822135704013,0.4,0.6,0.6611935182661836,0.9997394109510989,0.00026058904890103316,1.025413745423923,0.8841236686534407,0.33637717027382624,0.2081870323867928,0.36202691536015613,0.25,0.5191193999489769,500,1,1.1986564987646873,0.7857775942424532,0.00026058904890103316,0.47355636027244213,0.11587633134655928
S1,2,Local-only,0.8092980611531609,2.080573350462042,5.766190075774376,0.16922321528871184,0.2,0.8,0.9396826471117337,1.0,0.0,0.0,0.8583033664241176,0.26207073660429897,0.2081870323867928,0.40631172803322646,0.0,0.00036049995105713606,1,1,1.7574770888466043,1.0,0.0,0.7946971756205103,0.14169663357588236
S1,2,Random-feasible,0.7063724150550534,1.4216144896343939,5.766190075774376,0.1753760108325294,0.6,0.4,0.6483278025035404,0.9992588924721995,0.0007411075278004941,1.0164173341452014,0.880825922934378,0.25738976979027733,0.2081870323867928,0.3678289054753218,0.6,0.0007769999792799354,1,1,1.4119862745856497,1.1077102289342604,0.0007411075278004941,0.6767799160123942,0.119174077065622
S1,2,Max-SINR,0.22510266522642453,0.6665120767558533,3.236568425878607,0.07805376384710967,0.9,0.1,0.2408513500286519,0.9993471263084244,0.0006528736915756783,1.0101198583969033,0.9564786486092834,0.48218854853975573,0.2081870323867928,0.21331114468675133,0.9,0.0007801000028848648,1,1,0.482488336312065,0.3964137414060968,0.0006528736915756783,0.1534389699622845,0.043521351390716556
S1,2,Delay-Greedy,0.1819609313164227,0.33406679771331765,0.7188563310325587,0.032354361284808425,0.95,0.05,0.014427740026969773,0.9975034631246575,0.0024965368753423365,1.0146206110452813,0.9975560213930833,0.9563396394853698,0.7760632295820054,0.04949713397834538,0.95,0.0014630999648943543,1,1,0.4006933191499484,0.48885433320142646,0.0024965368753423365,0.03037418953046268,0.002443978606916697
S1,2,Load-Aware,0.1791825309006776,0.32749993351945694,0.7188563310325587,0.03189142874571732,0.95,0.05,0.014427740026969773,0.9974385347552586,0.002561465244741423,1.015385042691314,0.9975567597977509,0.9563396394853698,0.7760632295820054,0.049489637757684626,0.95,0.001854900037869811,1,1,0.39468400691948285,0.48026135139270376,0.002561465244741423,0.03037418953046268,0.002443240202249064
S1,2,Offload-then-Allocate,0.13085988968156684,0.2836928509565112,0.5596227540190085,0.028700307634438267,1.0,0.0,0.0,0.9974075596312566,0.002592440368743271,1.0090174493827848,0.9999553318513829,0.987655269354834,0.9712376562813129,0.006683572693317126,1.0,0.001079200068488717,1,1,0.3063245339809556,0.35835711926857805,0.002592440368743271,0.0,4.466814861714408e-05
S1,3,RFOTO-ABC,0.10806896307465315,0.31428323773478983,0.7621401966218865,0.03775277862039486,1.0,0.0,0.0,0.9977294405286893,0.0022705594713105957,1.0511645164926156,0.9999682167199734,0.9832590722987017,0.979073806799933,0.0056377557798140175,1.0,0.5418777000159025,500,1,0.27214236106127326,0.26382995615379146,0.0022705594713105957,0.0,3.178328002662045e-05
S1,3,Standard-ABC,0.30558649282265743,0.6876559944776346,2.566602469753824,0.09940463822103505,0.8,0.2,0.19554694285692323,0.9928612608958727,0.007138739104127262,1.0795317489166634,0.9548970786062593,0.44089402518608006,0.41037475314161376,0.21733218887990188,0.85,0.530060000019148,500,1,0.6692484096937545,0.5385699144924871,0.007138739104127262,0.1971828687818366,0.045102921393740725
S1,3,GA,0.17392955433764185,0.5356279074236558,1.3552780208599873,0.06076713357692416,0.9,0.1,0.036279642999090214,0.9914384643428237,0.008561535657176229,1.078482424841905,0.9920056180552322,0.825624624900874,0.6221635958060358,0.08977085900756933,0.95,0.5252183999400586,500,1,0.4567825525883598,0.3500229776564144,0.008561535657176229,0.017276020475757242,0.007994381944767759
