scenario,run,algorithm,objective,delay_mean_s,delay_p95_s,energy_mean_j,success_rate,violation_rate,violation_mean,reliability_mean,link_failure_rate,attempts_mean,jain,utility_p05,utility_min,utility_cv,offload_rate,runtime_s,evaluations,feasible,t_hat,e_hat,r_hat,v_hat,fairness_loss,reference_objective,reference_type,reference_gap_percent
S0-small,5,DE,0.2823466609785919,0.7883148549955791,2.8035579739239807,0.20383243931838135,0.8333333333333334,0.16666666666666666,0.24021494363314852,0.9991121455764344,0.0008878544235655742,1.0172629638970108,0.9438780015745039,0.5559510610519339,0.4096195611884659,0.243842067193632,0.6666666666666666,0.16141130006872118,600,1,0.6760954800449214,0.3979107892507244,0.0008878544235655742,0.18016120772486138,0.056121998425496145,0.07762930127123763,best observed: high-budget DE/RFOTO-ABC plus compared runs,263.7114547663769
S0-small,5,Delay-Greedy,0.0887153449827281,0.22674054275387104,0.38227450984096367,0.02344861921859843,1.0,0.0,0.0,0.9892691847692977,0.01073081523070235,1.0129038991055166,0.9995828582960716,0.956298940874679,0.9446330370878868,0.02042830839098696,1.0,0.0004592000041157007,1,1,0.24092490949311243,0.17516922205146843,0.01073081523070235,0.0,0.0004171417039283698,0.07762930127123763,best observed: high-budget DE/RFOTO-ABC plus compared runs,14.280746483541968
S0-small,6,RFOTO-ABC,0.07985836677972383,0.1275827660583034,0.24504044918556694,0.017761135200878502,1.0,0.0,0.0,0.9999992536303118,7.463696880723644e-07,1.0030168875930372,0.9999999999975174,0.9999967585919924,0.99999575550258,1.5666985158268657e-06,1.0,0.17818809999153018,600,1,0.1861075013968482,0.22220894770801183,7.463696880723644e-07,0.0,2.4825697053643125e-12,0.0679421537976134,best observed: high-budget DE/RFOTO-ABC plus compared runs,17.538762485520454
S0-small,6,Standard-ABC,0.08285658349636806,0.10531704239071739,0.1553053874497813,0.011627340032469785,1.0,0.0,0.0,0.9999994696018816,5.303981184442049e-07,1.003077831154868,0.9999999999991199,0.999997948198596,0.9999974589311974,9.231688033963848e-07,1.0,0.13385620003100485,600,1,0.17933557897610625,0.2534838844839054,5.303981184442049e-07,0.0,8.800737916203616e-13,0.0679421537976134,best observed: high-budget DE/RFOTO-ABC plus compared runs,21.951658675969966
S0-small,6,GA,0.06813409185996804,0.09547744074887758,0.13978706250061143,0.010991946822002753,1.0,0.0,0.0,0.9999993417005496,6.582994503956385e-07,1.0026761985764658,0.9999999999978056,0.9999970376524732,0.9999960502032976,1.472003289654355e-06,1.0,0.13613680005073547,600,1,0.1511017163937528,0.20239020734207072,6.582994503956385e-07,0.0,2.194355808171622e-12,0.0679421537976134,best observed: high-budget DE/RFOTO-ABC plus compared runs,0.282502175198014
S0-small,6,PSO,0.2303384012377689,0.42246972193713245,1.531942300310173,0.0618831149308696,0.8333333333333334,0.16666666666666666,0.10005207041359852,0.9920342725700513,0.00796572742994863,1.1022077348790205,0.9786318427082806,0.7067109578245625,0.6248779837935072,0.1477657779485696,0.8333333333333334,0.12889429996721447,600,1,0.49446529588810323,0.4571534536541952,0.00796572742994863,0.1334027605514647,0.02136815729171937,0.0679421537976134,best observed: high-budget DE/RFOTO-ABC plus compared runs,239.0213414839669
S0-small,6,DE,0.1437074891188761,0.2858462425365094,0.665380559433554,0.02505571402129034,1.0,0.0,0.0,0.9998826220325537,0.00011737796744630084,1.019377245815776,0.9999999310958658,0.9994717991464916,0.9992957321953222,0.00026249592550888526,0.8333333333333334,0.1388627999695018,600,1,0.33410456414307194,0.4010524143599916,0.00011737796744630084,0.0,6.890413417615093e-08,0.0679421537976134,best observed: high-budget DE/RFOTO-ABC plus compared runs,111.51447383748395
S0-small,6,Delay-Greedy,0.07970341252412691,0.10351822139902685,0.1721045017569171,0.01135178480557777,1.0,0.0,0.0,0.9998826220325537,0.00011737796744630084,1.01614770484648,0.9999999310958658,0.9994717991464916,0.9992957321953222,0.00026249592550888526,1.0,0.0004480000352486968,1,1,0.15768236880567688,0.26839556262398867,0.00011737796744630084,0.0,6.890413417615093e-08,0.0679421537976134,best observed: high-budget DE/RFOTO-ABC plus compared runs,17.31069456754056
S0-small,7,RFOTO-ABC,0.051647744949641326,0.11209459300119695,0.18894407243300476,0.013508203366276039,1.0,0.0,0.0,0.9998688356349735,0.00013116436502635942,1.017599341044648,0.9999999266459615,0.999435641622639,0.999264776340357,0.0002708394650497098,1.0,0.20717619999777526,600,1,0.10303105019660791,0.17242492349585534,0.00013116436502635942,0.0,7.335403851005395e-08,0.042562992202069376,best observed: high-budget DE/RFOTO-ABC plus compared runs,21.344253017837072
S0-small,7,Standard-ABC,0.11989934214736896,0.2921600373074438,0.7291942092795735,0.02167134286679118,0.8333333333333334,0.16666666666666666,0.02685957075655811,0.9999277513800369,7.224861996307785e-05,1.0162819932231144,0.9972072958552134,0.8957988780162723,0.8612096679282892,0.05291998850192316,0.8333333333333334,0.19189030001871288,600,1,0.2660587960303381,0.31943412184812775,7.224861996307785e-05,0.020144678067418584,0.0027927041447866063,0.042562992202069376,best observed: high-budget DE/RFOTO-ABC plus compared runs,181.69857414662582
