scenario,run,algorithm,objective,delay_mean_s,delay_p95_s,energy_mean_j,success_rate,violation_rate,violation_mean,reliability_mean,link_failure_rate,attempts_mean,jain,utility_p05,utility_min,utility_cv,offload_rate,runtime_s,evaluations,feasible,t_hat,e_hat,r_hat,v_hat,fairness_loss,additional_blockage_probability
S4,1,Standard-ABC,0.6966721464926923,1.623859896872033,4.357616168772895,0.17861470566223692,0.37,0.63,0.6656963053207798,0.9956976698151094,0.004302330184890587,1.1856350608419517,0.8845250693665944,0.294596897438962,0.19510691838433264,0.36131732133372385,0.24,0.8478945000097156,350,1,1.4831633192310207,0.9353356330018476,0.004302330184890587,0.6695970644106838,0.11547493063340564,0.1
S4,1,Max-SINR,0.37148517662131003,0.7700179380402699,2.6126865651142097,0.07520415749004289,0.78,0.22,0.22480503494514972,0.9914662121625277,0.008533787837472268,1.1250849563624667,0.9540166120844986,0.4106134626899117,0.2328497997645052,0.2195444760333166,0.73,0.0015534000704064965,1,1,0.8322167483679187,0.5587006390555485,0.008533787837472268,0.2840865116647137,0.045983387915501384,0.1
S4,2,RFOTO-ABC,0.3801169960490406,0.8269341243560879,2.3964592998954717,0.11025326180774249,0.74,0.26,0.19737889693383742,0.9891828322026825,0.010817167797317527,1.128487022937627,0.9600451108781173,0.5087394135284313,0.22975804830932958,0.2040042169446796,0.68,0.9479401999851689,350,1,0.7998352049447335,0.7689486588957215,0.010817167797317527,0.22663691620301235,0.03995488912188272,0.1
S4,2,RFOTO-ABC-R,0.38696838573405057,0.8334310132406031,2.2572433669663923,0.11114931210136084,0.72,0.28,0.20665705307408092,0.9895733501191599,0.010426649880840149,1.1274075280982714,0.95828567517026,0.49535023161193403,0.22975804830932958,0.2086388168403221,0.68,0.8646942999912426,350,1,0.8128334787496737,0.7713096408558546,0.010426649880840149,0.23888436487049988,0.041714324829740024,0.1
S4,2,Standard-ABC,0.7148692924405112,1.5945899482507568,3.7518139815496845,0.1752858180719159,0.29,0.71,0.6453594872708781,0.9963195842070796,0.003680415792920602,1.2440846010094044,0.897317330048214,0.3550130748055218,0.22975804830932958,0.3382793976559112,0.14,0.9032359999837354,350,1,1.5556774732292504,0.9417802738015308,0.003680415792920602,0.6741775976464682,0.10268266995178599,0.1
S4,2,Max-SINR,0.3848289700065113,0.8549526438103134,2.4913057966629726,0.10048763116346772,0.7,0.3,0.24484449171404404,0.9900043154774562,0.009995684522543713,1.120021576503642,0.9505796707873915,0.460131038143879,0.22975804830932958,0.22801244729668782,0.7,0.0020699999295175076,1,1,0.8648391132253349,0.6144705504327805,0.009995684522543713,0.2681456913954417,0.04942032921260853,0.1
S4,3,RFOTO-ABC,0.43554530357801635,0.8716164139997421,2.8138910101094576,0.11586111877862888,0.79,0.21,0.22763945454182802,0.9948480906171846,0.005151909382815224,1.1308556191247345,0.9526089895754501,0.3855216900724149,0.21757480404733737,0.22304405209794234,0.73,0.9248657999560237,350,1,0.8674482320207335,0.9338750586200492,0.005151909382815224,0.2818518133583204,0.04739101042454985,0.1
S4,3,RFOTO-ABC-R,0.4684125804565574,0.8891090615182187,3.211952169296249,0.1120631206209516,0.81,0.19,0.24870242120712244,0.9949234393125732,0.005076560687426833,1.1286360176494428,0.9482743436130181,0.3696561179585592,0.21757480404733737,0.23355329835300143,0.72,0.8483599999453872,350,1,0.9404943711595959,0.923874883179915,0.005076560687426833,0.3437343783765544,0.0517256563869819,0.1
S4,3,Standard-ABC,0.7641815712131778,1.756124382131886,5.052955263572222,0.1772655714722195,0.37,0.63,0.7735140890341846,0.9972331064368126,0.0027668935631875403,1.1486024505339822,0.8630998796380683,0.28501671719873045,0.20702329095752528,0.3982643078067058,0.28,0.9060365000041202,350,1,1.629099952437685,0.9144840514425491,0.0027668935631875403,0.7945823144817881,0.13690012036193167,0.1
S4,3,Max-SINR,0.4338920315384035,0.8810225671062691,3.2068004624917563,0.13713970346610663,0.75,0.25,0.2466807506299795,0.995166151631027,0.004833848368973067,1.1211685566728333,0.9472624535019034,0.3855216900724149,0.30496360139937523,0.23595261716485944,0.78,0.002356700017116964,1,1,0.8776837016555217,0.9313459240103196,0.004833848368973067,0.26356726349786436,0.05273754649809659,0.1
S4,4,RFOTO-ABC,0.4270437126143785,0.9094527318315128,3.1835658171057655,0.10945550257571832,0.72,0.28,0.24874968840503076,0.9894561860234969,0.010543813976502978,1.1458047756822598,0.9489129460714923,0.421367314246855,0.2639303536105144,0.23202898671176445,0.7,0.8514019000576809,350,1,0.9348040906526767,0.6986667188997373,0.010543813976502978,0.31508344492668816,0.05108705392850765,0.1
S4,4,RFOTO-ABC-R,0.42922296740033306,0.9248785428653473,3.3285522858102174,0.1086534259951803,0.69,0.31,0.27242088946601917,0.9912752897350454,0.008724710264954381,1.1432030167357135,0.9441644990037122,0.421367314246855,0.2639303536105144,0.2431819716508308,0.66,0.7730331000639126,350,1,0.9506323298082923,0.659201965371081,0.008724710264954381,0.3302572917606551,0.05583550099628776,0.1
S4,4,Standard-ABC,0.7510414575063895,1.7110442291223458,4.497341368521929,0.1823085599748087,0.33,0.67,0.7792065837104333,0.995815670815968,0.0041843291840319395,1.1451048266517003,0.8688508988672253,0.2753401413014377,0.18318471975514844,0.38851700466519856,0.24,0.9057749999919906,350,1,1.5992903263480287,0.8948919000730055,0.0041843291840319395,0.7859034396068355,0.13114910113277467,0.1
S4,4,Max-SINR,0.4095332889917156,0.9267056761133666,3.6390677280218333,0.09835806983403085,0.75,0.25,0.27115319050312864,0.9909940896302402,0.009005910369759722,1.1404652204794843,0.9459878615223279,0.36124890416394145,0.213585103589607,0.23894772738665565,0.76,0.0019049999536946416,1,1,0.9063440598106137,0.6288355262252616,0.009005910369759722,0.31487576903868064,0.054012138477672056,0.1
S4,5,RFOTO-ABC,0.3463598055628505,0.7740812089140486,2.254191386264202,0.08975117350177154,0.8,0.2,0.14818111877858314,0.9953323758076127,0.004667624192387238,1.129088806381883,0.9682650466068184,0.5305781849730767,0.27357946907014996,0.1810388595574955,0.71,0.9285802999511361,350,1,0.7821961312163382,0.6562656875692997,0.004667624192387238,0.1867086071036651,0.03173495339318155,0.1
S4,5,RFOTO-ABC-R,0.3573631287440137,0.7916083897507221,2.2515922187230633,0.09017724766936079,0.79,0.21,0.1573387100314408,0.9947866085843654,0.005213391415634692,1.1330554126144656,0.966173935501406,0.5193241583283947,0.27357946907014996,0.18711046482098892,0.7,0.8515126000856981,350,1,0.8127773449126913,0.6395445363056156,0.005213391415634692,0.20848209644833,0.033826064498594044,0.1
S4,5,Standard-ABC,0.7195015617815933,1.5965236736731245,4.216723551020173,0.1733001880423127,0.34,0.66,0.6753974807240971,0.997426602272637,0.002573397727363098,1.1719327183044406,0.8855935709690804,0.3012936075469638,0.1815539803752794,0.359424756793049,0.24,0.8924498000415042,350,1,1.5610770456248815,0.8940947282834151,0.002573397727363098,0.7097697889310006,0.11440642903091958,0.1
S4,5,Max-SINR,0.3587699198455421,0.7672865106673287,2.433877360469861,0.08417788475329997,0.76,0.24,0.17095503278952517,0.9941313606315175,0.005868639368482564,1.1246020092879823,0.9642379867287378,0.49923437326004544,0.27357946907014996,0.1925834052537791,0.76,0.001512399991042912,1,1,0.832803670565989,0.5814016959222692,0.005868639368482564,0.2272828718052744,0.03576201327126216,0.1
S4,6,RFOTO-ABC,0.3454709364144103,0.782313717381596,2.60674052496144,0.10749627138411619,0.82,0.18,0.17287837157076538,0.9912200617929184,0.00877993820708135,1.1227696419928779,0.9624714980037296,0.47217517867057807,0.2784713617353868,0.19746342969809932,0.78,0.8378301000921056,350,1,0.756164619651258,0.6382744823714311,0.00877993820708135,0.21321338482009725,0.03752850199627045,0.1
S4,6,RFOTO-ABC-R,0.3446985713978816,0.7851978745249604,2.60674052496144,0.10563386217907436,0.82,0.18,0.1757498170911122,0.9915349554154552,0.008465044584544579,1.1220465391430323,0.9619858115780652,0.47217517867057807,0.2784713617353868,0.1987872511067565,0.77,0.7800403999863192,350,1,0.7575063134882164,0.6278134966393032,0.008465044584544579,0.21501932539893168,0.038014188421934825,0.1
S4,6,Standard-ABC,0.7813866568285366,1.6932093220792825,4.813776906088029,0.19657094047439697,0.32,0.68,0.7961384890548474,0.9963454892802492,0.0036545107197506876,1.1791205612510993,0.8744533253143707,0.28679980150851536,0.12042372785298287,0.3789084497828003,0.26,0.9292242999654263,350,1,1.6605511546481848,0.89725038767335,0.0036545107197506876,0.848393626674773,0.1255466746856293,0.1
S4,6,Max-SINR,0.3381833743947146,0.7460603226035643,2.919411149087496,0.09968674944487174,0.81,0.19,0.17401354741113928,0.9897682093240503,0.01023179067594969,1.1322433681682018,0.9623897400783238,0.4728549213899712,0.2784713617353868,0.19768680171227254,0.84,0.0015459000132977962,1,1,0.7715350555219315,0.558441197247071,0.01023179067594969,0.21538213521491878,0.037610259921676215,0.1
S4,7,RFOTO-ABC,0.3582275038631722,0.8810493951682085,2.8221780828877066,0.10797611109492258,0.79,0.21,0.24204147599638684,0.9931970197628834,0.006802980237116474,1.1305632228997475,0.9489233068020498,0.37555864324418814,0.24527050568522785,0.23200419058422825,0.72,0.8314316999167204,350,1,0.7468796650555596,0.720490163819486,0.006802980237116474,0.21764785199697453,0.05107669319795016,0.1
S4,7,RFOTO-ABC-R,0.3582275038631722,0.8810493951682085,2.8221780828877066,0.10797611109492258,0.79,0.21,0.24204147599638684,0.9931970197628834,0.006802980237116474,1.1305632228997475,0.9489233068020498,0.37555864324418814,0.24527050568522785,0.23200419058422825,0.72,0.7578894000034779,350,1,0.7468796650555596,0.720490163819486,0.006802980237116474,0.21764785199697453,0.05107669319795016,0.1
S4,7,Standard-ABC,0.641476969557856,1.6280295203044841,4.575149360984925,0.1780074910613491,0.35,0.65,0.6465267280480173,0.9943652045161403,0.0056347954838597124,1.173265605139156,0.8890631163268978,0.3205232256448176,0.24527050568522785,0.3532414706838469,0.27,0.8534389999695122,350,1,1.4066472965824435,0.8010116074842998,0.0056347954838597124,0.6075836505674519,0.11093688367310217,0.1
S4,7,Max-SINR,0.349992174772753,0.8483941787042899,2.8221780828877066,0.10406516336835954,0.79,0.21,0.23993621670070625,0.9926026913571946,0.007397308642805411,1.1222777657349217,0.9491810723494606,0.3766123983659888,0.24527050568522785,0.23138660480978893,0.74,0.0021401001140475273,1,1,0.759908530479034,0.645957498530312,0.007397308642805411,0.2160764659892231,0.050818927650539414,0.1
S4,8,RFOTO-ABC,0.30119195150225525,0.6610345725867205,2.440709489318327,0.08884800877771531,0.82,0.18,0.1425737238851162,0.9922449654074953,0.007755034592504674,1.1223714428142515,0.9691967435333696,0.4468028366058493,0.28417125618375727,0.17827577897240687,0.72,0.9215856000082567,350,1,0.6537501763361936,0.6896653464072894,0.007755034592504674,0.11253244027447194,0.030803256466630402,0.1
S4,8,RFOTO-ABC-R,0.29992199327921926,0.6601343341233376,2.440709489318327,0.08820484134687825,0.83,0.17,0.14083696336443036,0.9923786139324227,0.007621386067577217,1.1225152166742285,0.9693846341835304,0.4468028366058493,0.28417125618375727,0.1777140076655177,0.72,0.8275973000563681,350,1,0.6559942917528196,0.6799532375671065,0.007621386067577217,0.11125541047985,0.03061536581646962,0.1
S4,8,Standard-ABC,0.5651657689117454,1.187935294887429,2.986458518600659,0.14118490810377785,0.44,0.56,0.4230083823260368,0.9968818602778302,0.0031181397221697917,1.1615155887671196,0.9202707006395235,0.39833082548908955,0.28417125618375727,0.29434128137182447,0.27,0.9322574000107124,350,1,1.2027924071903155,1.018814524972535,0.0031181397221697917,0.3962498620791231,0.07972929936047646,0.1
S4,8,Max-SINR,0.3223379100141335,0.698631964445535,2.440709489318327,0.09427081703565846,0.82,0.18,0.18050851867107778,0.9923971268315381,0.007602873168461876,1.120248799919183,0.9655399970620077,0.44677373241879953,0.1600405614120626,0.1889176438977286,0.79,0.002235500025562942,1,1,0.7073214057624847,0.6917992394886545,0.007602873168461876,0.14019239030329148,0.03446000293799234,0.1
S4,9,RFOTO-ABC,0.39266814395465427,0.8800572964633244,3.2451816278408177,0.09163424469276549,0.77,0.23,0.2496176420330464,0.9931530613332467,0.006846938666753316,1.1247546393551813,0.9471683135596436,0.3704718285021773,0.2455778623711989,0.2361748545772338,0.69,0.9476314999628812,350,1,0.8674254811896599,0.6268337501274717,0.006846938666753316,0.2899702817548577,0.05283168644035641,0.1
S4,9,RFOTO-ABC-R,0.392666080264536,0.8728728183875188,3.2451816278408177,0.0913583613152555,0.77,0.23,0.24423510996347905,0.9933348303632569,0.0066651696367431516,1.1245494447258049,0.9485245661198198,0.3704718285021773,0.2455778623711989,0.23295697395867568,0.69,0.8725238000042737,350,1,0.8614618547473365,0.6439299602321608,0.0066651696367431516,0.2866270941340084,0.051475433880180166,0.1
S4,9,Standard-ABC,0.6906576556912716,1.5313537573021963,3.992871658327495,0.18090243327985614,0.36,0.64,0.6470767912071433,0.9970290052218883,0.0029709947781118794,1.1926404503485966,0.8877347931147279,0.3083981545137419,0.23784421957908927,0.3556157355616932,0.24,0.9425892999861389,350,1,1.469971301377177,0.9564636111246761,0.0029709947781118794,0.6490452347594506,0.11226520688527208,0.1
S4,9,Max-SINR,0.3999620370818503,0.8772588415394563,3.4238887099103814,0.08853830257248858,0.76,0.24,0.26721196609628683,0.993779586235489,0.006220413764510982,1.1190894901451045,0.9434154777897161,0.3704718285021773,0.2455778623711989,0.2449048174227579,0.75,0.0019328000489622355,1,1,0.8892082432575139,0.5959494082899376,0.006220413764510982,0.3141432157581457,0.05658452221028387,0.1
S4,10,RFOTO-ABC,0.4153634952586683,0.8928234376965569,3.0998683552928705,0.11120433576603597,0.75,0.25,0.28237503895411953,0.991286900316048,0.008713099683951923,1.1329094473792212,0.9420222596441746,0.34774100188041945,0.23747479995113815,0.24808474504673345,0.65,0.9082573999185115,350,1,0.906358966377765,0.6278707778928563,0.008713099683951923,0.3366154239605376,0.05797774035582537,0.1
S4,10,RFOTO-ABC-R,0.4145012130974346,0.8927526319124084,3.0998683552928705,0.10994755689720677,0.75,0.25,0.2835277359686839,0.9915819977634241,0.008418002236575843,1.1323745385091302,0.9418804746974676,0.34774100188041945,0.23747479995113815,0.24840660095226968,0.64,0.8403355999616906,350,1,0.9058935221199244,0.621902141305974,0.008418002236575843,0.3373639285154495,0.05811952530253239,0.1
S4,10,Standard-ABC,0.721226123374481,1.7734112360823795,5.340824922734699,0.17043289660599073,0.35,0.65,0.7537044967826232,0.9963110508767339,0.0036889491232660453,1.168748354269174,0.8712555500808286,0.27895374217890434,0.18980268093109226,0.3844071696376797,0.23,0.8710155000444502,350,1,1.5574471431831092,0.8603897846378256,0.0036889491232660453,0.7310256502820036,0.12874444991917144,0.1
S4,10,Max-SINR,0.40417583997135337,0.8678602507173271,2.8949375601807263,0.10592435692435184,0.77,0.23,0.2507529485065519,0.988508879772612,0.011491120227388013,1.1288053132799192,0.948762934929655,0.38501186640201607,0.23747479995113815,0.23238776946183062,0.73,0.00226239999756217,1,1,0.8923959095801102,0.6306989908729324,0.011491120227388013,0.3059529205574268,0.05123706507034498,0.1
S4,11,RFOTO-ABC,0.4068395564882107,0.8495603619127831,2.697976402421823,0.10306094104074318,0.76,0.24,0.25061267017958044,0.9937578851365417,0.006242114863458121,1.125336639161596,0.9477891018546664,0.3823004201523904,0.21823531635496204,0.23470628898469648,0.72,0.9556307999882847,350,1,0.8648905712570055,0.7381088655862342,0.006242114863458121,0.2832821045661301,0.05221089814533364,0.1
S4,11,RFOTO-ABC-R,0.40467502319460075,0.8472232232601474,2.697976402421823,0.1003719991035189,0.77,0.23,0.25123320776292934,0.9938296583235559,0.006170341676444121,1.1227497918692406,0.9475258231739226,0.3823004201523904,0.21823531635496204,0.23532999731044807,0.71,0.8763473000144586,350,1,0.8633352137030392,0.7254569318047313,0.006170341676444121,0.28366994055572325,0.05247417682607736,0.1
S4,11,Standard-ABC,0.7381713349624008,1.6032336090493997,4.099422997912384,0.1786574977615916,0.29,0.71,0.6725518676610747,0.997494069755997,0.0025059302440028942,1.150283695618576,0.8906778967909404,0.30925929956581993,0.21823531635496204,0.3503431671273489,0.22,0.8286410999717191,350,1,1.6070470090798283,0.927049735005944,0.0025059302440028942,0.721810483645571,0.10932210320905955,0.1
S4,11,Max-SINR,0.3862916348397534,0.8250210216130662,2.697976402421823,0.09763385026304806,0.77,0.23,0.23301488083389096,0.9918881657649947,0.00811183423500519,1.117294075195615,0.951592627553308,0.40026138592912447,0.21823531635496204,0.2255434506508661,0.78,0.0015361999394372106,1,1,0.8606991911672913,0.6549063570155025,0.00811183423500519,0.2559896431264016,0.04840737244669202,0.1
S4,12,RFOTO-ABC,0.3788969671297129,0.815568909088956,2.384689827724226,0.09413239100436294,0.76,0.24,0.22116648747801712,0.9895997985095238,0.010400201490476095,1.1197911060345485,0.9554541232449038,0.4008054283242321,0.22304695821583487,0.21592296544440376,0.69,0.8559647001093253,350,1,0.8297552642168893,0.6900400329334908,0.010400201490476095,0.23676089729642918,0.04454587675509625,0.1
S4,12,RFOTO-ABC-R,0.3784991346491278,0.8161544632351443,2.384689827724226,0.09339383647055652,0.75,0.25,0.22310042537555946,0.9900907724471228,0.009909227552877108,1.114258973452886,0.9553536753322883,0.4008054283242321,0.22304695821583487,0.21617763792927333,0.68,0.7593557999935001,350,1,0.8309042296584119,0.6839998694260556,0.009909227552877108,0.23797721043953757,0.04464632466771168,0.1
S4,12,Standard-ABC,0.6875555486446454,1.468443355301175,4.302920887974465,0.14339436728846805,0.33,0.67,0.6362963337355283,0.9959416674819027,0.004058332518097328,1.198469346545166,0.8947212039507223,0.28380834520927267,0.22259760685230573,0.3430256452953816,0.21,0.8877963999984786,350,1,1.5102487144434624,0.8740640435810775,0.004058332518097328,0.6491211103424284,0.1052787960492777,0.1
S4,12,Max-SINR,0.3944818296913646,0.7942353375850185,2.384689827724226,0.0906897204466811,0.74,0.26,0.22450624547284956,0.9883401917608624,0.011659808239137641,1.1139410119779793,0.9549476527358131,0.48818171870471877,0.22304695821583487,0.21720455505605132,0.74,0.0021692999871447682,1,1,0.86008817056402,0.7354781830452758,0.011659808239137641,0.24019298342445067,0.04505234726418694,0.1
S4,13,RFOTO-ABC,0.3493564954788538,0.7289979555983223,2.236996781342292,0.0856304983383031,0.77,0.23,0.16963797116569068,0.9917720175976276,0.008227982402372339,1.1294091744864951,0.9637291268495563,0.4702467215450303,0.3310005225060755,0.1939999030086491,0.72,0.9015379999764264,350,1,0.7947598985156206,0.6347233446327367,0.008227982402372339,0.19348716680798833,0.03627087315044375,0.1
S4,13,RFOTO-ABC-R,0.34949017091086176,0.7296099860653456,2.236996781342292,0.08569737340635103,0.77,0.23,0.16963797116569068,0.9917735841521869,0.008226415847813019,1.129391867775431,0.9637289790642233,0.4702467215450303,0.3310005225060755,0.19400031310835997,0.72,0.7910260999342427,350,1,0.7949920232984338,0.6352295804955143,0.008226415847813019,0.19348716680798833,0.03627102093577672,0.1
S4,13,Standard-ABC,0.6472757235233344,1.4524857936194198,4.1100722174315365,0.15463573026791877,0.37,0.63,0.6342959938407395,0.9950707043099917,0.004929295690008394,1.1787658385677953,0.887879876214065,0.3104054395637834,0.1776670330182742,0.3553568388574099,0.28,0.8978923999238759,350,1,1.4071600633968993,0.8559459466400041,0.004929295690008394,0.5971597518888684,0.11212012378593506,0.1
S4,13,Max-SINR,0.3509424212116187,0.7068872977861281,2.236996781342292,0.08217978753094224,0.79,0.21,0.17652743368003557,0.9919518568167617,0.0080481431832383,1.1279852937191923,0.9615332761240194,0.4657011055818227,0.3310005225060755,0.2000140209447979,0.78,0.002521999995224178,1,1,0.8014747520009414,0.625169179424779,0.0080481431832383,0.19767487631848724,0.0384667238759806,0.1
S4,14,RFOTO-ABC,0.3121443504034452,0.7109985528156312,2.1043705738476204,0.07662852905939624,0.85,0.15,0.17772862777236953,0.9923206296033258,0.007679370396673902,1.1224414044116322,0.9597765532146144,0.4122010919936693,0.2942302783738989,0.20471731336715449,0.75,0.8807481999974698,350,1,0.6821287134549822,0.605327535343678,0.007679370396673902,0.17297460256402128,0.040223446785385586,0.1
S4,14,RFOTO-ABC-R,0.30645399506735305,0.7036594157072001,2.1043705738476204,0.07431819753763447,0.84,0.16,0.1787940026309739,0.9927342154816011,0.007265784518398762,1.119918537941776,0.9597538469009945,0.4122010919936693,0.2942302783738989,0.20477750944829556,0.73,0.8067750999471173,350,1,0.6842178609179759,0.5625204348322964,0.007265784518398762,0.17412553897793612,0.04024615309900548,0.1
S4,14,Standard-ABC,0.6434936229668777,1.5536084512154815,4.487670763751944,0.17150110560830917,0.41,0.59,0.6285342017670195,0.9978151627213964,0.0021848372786037384,1.1688833077187122,0.8829989013684111,0.2965694867127358,0.25208868991945466,0.36401131894858324,0.21,0.9588637000415474,350,1,1.3798449749473587,0.8903587845108208,0.0021848372786037384,0.5879657172118233,0.11700109863158892,0.1
S4,14,Max-SINR,0.33711426758562174,0.7177619473160268,2.4190135658294794,0.08215761885709653,0.81,0.19,0.19146529686548364,0.992855917728781,0.007144082271218804,1.1117597092722282,0.9575733790530467,0.4122010919936693,0.2942302783738989,0.21049083453041834,0.77,0.001678899978287518,1,1,0.7486217416403561,0.6352901982317316,0.007144082271218804,0.18748997137794504,0.042426620946953264,0.1
S4,0,RFOTO-ABC,0.5543880774511687,1.0639277430442733,4.104497513344318,0.10851097065625073,0.68,0.32,0.3709967744921648,0.9815709348985364,0.018429065101463537,1.2515615835613383,0.9282539016075774,0.3410741471003216,0.2111831078409376,0.27801341517248573,0.64,0.8222502999706194,350,1,1.1776257239747308,0.760824257994338,0.018429065101463537,0.5256411199167175,0.07174609839242263,0.2
S4,0,RFOTO-ABC-R,0.5543866253944476,1.0637765190468336,4.104497513344318,0.10830852386094042,0.68,0.32,0.3708151769193206,0.9815811587385747,0.018418841261425248,1.2514530599258933,0.9282887482752158,0.3410741471003216,0.2111831078409376,0.27794067531372146,0.64,0.7455014999723062,350,1,1.1775426485810596,0.7611906791983836,0.018418841261425248,0.5255276214336899,0.07171125172478421,0.2
S4,0,Standard-ABC,0.8386204221330607,1.81657332510065,4.3548191250237664,0.16619802057493366,0.23,0.77,0.8077478338625349,0.9968464077391883,0.0031535922608116693,1.272225755374346,0.8746572365016193,0.27963815221258137,0.2111831078409376,0.3785564811223024,0.13,0.9770550000248477,350,1,1.8091896658163238,0.9465490566758422,0.0031535922608116693,0.8996340568027358,0.1253427634983807,0.2
S4,0,Max-SINR,0.5985828823560573,1.1281032550628833,4.104497513344318,0.12083800422262544,0.61,0.39,0.3903870549362721,0.9827992579936639,0.01720074200633622,1.240010435900265,0.9259187021206516,0.3410741471003216,0.2111831078409376,0.2828576071315889,0.65,0.0023770000552758574,1,1,1.248643196698724,0.9112001993634868,0.01720074200633622,0.5407588407747353,0.07408129787934836,0.2
S4,1,RFOTO-ABC,0.4572165987107149,1.0432816159915583,4.357616168772895,0.09661536890261331,0.67,0.33,0.3578940510422064,0.9875887188681658,0.012411281131834095,1.241518338441717,0.9317942611585428,0.30404749420276933,0.19510691838433264,0.27055180969397935,0.56,0.8622844000346959,350,1,0.9862116259946837,0.6873297863924605,0.012411281131834095,0.3794044288023579,0.0682057388414572,0.2
S4,1,RFOTO-ABC-R,0.46137784106370194,1.0390405845493158,4.357616168772895,0.09882887134582426,0.68,0.32,0.37063131109052866,0.9880176843360958,0.011982315663904208,1.2374858772966815,0.9288117317287116,0.30404749420276933,0.19510691838433264,0.2768473482649353,0.54,0.7793243000051007,350,1,0.9855265274585453,0.688636961288296,0.011982315663904208,0.39450384652938847,0.07118826827128844,0.2
S4,1,Standard-ABC,0.721472805884728,1.6903225721338726,4.376455202998378,0.1827992690839154,0.34,0.66,0.6892338874150922,0.9947703560481529,0.005229643951847186,1.2899481757133775,0.8812398107335417,0.3011551161834679,0.19510691838433264,0.3671033826163417,0.19,0.8404947000090033,350,1,1.523338118934973,1.0061273043172034,0.005229643951847186,0.6834368932922642,0.11876018926645826,0.2
S4,1,Max-SINR,0.4505896488916522,1.0040887187843075,4.357616168772895,0.09331426844302218,0.68,0.32,0.369507664548823,0.9868789596038566,0.013121040396143247,1.2375668616947604,0.9292954781214927,0.30404749420276933,0.19510691838433264,0.27583329218988845,0.59,0.00241199997253716,1,1,0.9821871805624981,0.6223681087854093,0.013121040396143247,0.39383100428884615,0.07070452187850729,0.2
S4,2,RFOTO-ABC,0.514847580622672,1.0388024992385438,2.98326606599067,0.118723087697882,0.61,0.39,0.3724981280785958,0.9864622471396963,0.013537752860303755,1.2356019682049864,0.9280467926105409,0.3782640823351457,0.22975804830932958,0.2784454604219364,0.53,0.8567537000635639,350,1,1.1146454319160837,0.7336527289518923,0.013537752860303755,0.4505511264815503,0.0719532073894591,0.2
S4,2,RFOTO-ABC-R,0.520218165998691,1.0176566603902757,2.9240680560083225,0.12607102832787015,0.61,0.39,0.3558301728838533,0.9855225940341624,0.014477405965837752,1.236821962376391,0.9312145367768714,0.3822901576034599,0.22975804830932958,0.2717837331382621,0.54,0.7888600000878796,350,1,1.1061967894577398,0.8026006776337475,0.014477405965837752,0.4402622652502278,0.06878546322312862,0.2
S4,2,Standard-ABC,0.7396146187946093,1.6281257195033505,4.068831679651498,0.16994703916084208,0.28,0.72,0.6899137039773886,0.9944211385773931,0.005578861422606808,1.274017794021185,0.8926717945215583,0.32154036043816475,0.22975804830932958,0.3467456549505454,0.17,0.8717052999418229,350,1,1.617038789739419,0.8843277230381933,0.005578861422606808,0.7419630391909522,0.10732820547844169,0.2
S4,2,Max-SINR,0.508783024157625,1.0425940968345022,2.98326606599067,0.11543044934494656,0.6,0.4,0.3839847762380614,0.9861975289295288,0.013802471070471334,1.244420210248726,0.925904526607052,0.3782640823351457,0.22975804830932958,0.2828868338088723,0.53,0.003628700040280819,1,1,1.118478972995972,0.6736799124743419,0.013802471070471334,0.45694591525777717,0.07409547339294797,0.2
S4,3,RFOTO-ABC,0.5553015220528601,1.0188472123702126,3.497428456108086,0.126436478166466,0.7,0.3,0.3314543149470539,0.9853416680834234,0.014658331916576745,1.24826183508077,0.9322177237153306,0.3179404771091298,0.28558285837526226,0.2696493618605164,0.63,0.8700813000323251,350,1,1.1246134346383867,0.9832470938243526,0.014658331916576745,0.45424836597437956,0.06778227628466937,0.2
S4,3,RFOTO-ABC-R,0.5454835443459924,1.033710860454623,3.497428456108086,0.1299581833792052,0.68,0.32,0.34444469093755586,0.9856101142983437,0.014389885701656358,1.2471350617293973,0.9299806055269306,0.3179404771091298,0.28558285837526226,0.2743924955614857,0.62,0.8001378000481054,350,1,1.1391371450138406,0.8777403890246254,0.014389885701656358,0.46262925371018726,0.07001939447306937,0.2
S4,3,Standard-ABC,0.7992436166984108,1.7498048118340137,4.82385088515749,0.20509670893714113,0.28,0.72,0.7445154144248842,0.9951877747064534,0.004812225293546666,1.2848450890816758,0.876428570499978,0.3027821021527507,0.23692922074098247,0.37549207213659114,0.19,0.8973115000408143,350,1,1.699251313083157,1.0085846201892543,0.004812225293546666,0.8145797436620827,0.12357142950002198,0.2
S4,3,Max-SINR,0.6053821369423288,1.1123443813105596,3.6392015270412648,0.15638466145085572,0.62,0.38,0.4023741722242189,0.9862597433897691,0.013740256610231073,1.2328704340002539,0.9194298472668235,0.3179404771091298,0.28558285837526226,0.2960245941910158,0.67,0.00188770005479455,1,1,1.255877394808769,0.9447061478056052,0.013740256610231073,0.5394931673490927,0.08057015273317647,0.2
S4,4,RFOTO-ABC,0.5493553175365994,1.1735018025637682,4.497341368521929,0.1238432221296574,0.61,0.39,0.45867688301142956,0.9850210792579688,0.014978920742031292,1.2491759886715548,0.914992577945846,0.2779121210841092,0.18318471975514844,0.304803280822941,0.55,0.9424467999488115,350,1,1.191188718242808,0.6835371628458746,0.014978920742031292,0.5331226643699476,0.08500742205415401,0.2
