scenario,run,algorithm,objective,delay_mean_s,delay_p95_s,energy_mean_j,success_rate,violation_rate,violation_mean,reliability_mean,link_failure_rate,attempts_mean,jain,utility_p05,utility_min,utility_cv,offload_rate,runtime_s,evaluations,feasible,t_hat,e_hat,r_hat,v_hat,fairness_loss,additional_blockage_probability
S4,13,Standard-ABC,0.651919971114689,1.369505801030786,4.1100722174315365,0.14894559768393714,0.41,0.59,0.6117163911812595,0.9974155323544435,0.0025844676455565453,1.0663810480213414,0.8894813553764394,0.28659209720490075,0.1776670330182742,0.352492069493791,0.35,0.9272049999563023,350,1,1.4208081796942866,0.8263628682908838,0.0025844676455565453,0.6226752228993576,0.11051864462356065,0.0
S4,13,Max-SINR,0.2753290792412849,0.5406465569835462,1.807745972398626,0.07091593915401483,0.92,0.08,0.06674521303094703,0.9979137572000496,0.002086242799950376,1.0217962348964218,0.9841606199024416,0.5960411403984932,0.4562524645115837,0.12686332761813587,0.91,0.001536899944767356,1,1,0.6497902866263907,0.5585216412446272,0.002086242799950376,0.10524042329347749,0.015839380097558364,0.0
S4,14,RFOTO-ABC,0.234111552676947,0.5958746597112863,1.2423123312848818,0.062265394203971106,0.93,0.07,0.0732953799027098,0.9984195994384797,0.0015804005615203665,1.0143713768558489,0.9832913728660974,0.9096021148390545,0.2942302783738989,0.130355472858957,0.85,0.9537505999905989,350,1,0.5338750637429119,0.5348345920602458,0.0015804005615203665,0.07038089499917081,0.016708627133902643,0.0
S4,14,RFOTO-ABC-R,0.24666445024067873,0.6125799705853846,1.7035086027405453,0.06640350532430343,0.92,0.08,0.0854278289361028,0.9980727991601489,0.001927200839851131,1.0160992310490127,0.9804715224927106,0.5200140625640439,0.2942302783738989,0.14112914186123723,0.83,0.8477750000311062,350,1,0.5617673578487997,0.5447793741174427,0.001927200839851131,0.08476397146719489,0.019528477507289366,0.0
S4,14,Standard-ABC,0.6287220007771945,1.5341324103733367,4.802043937613922,0.17785221360536643,0.43,0.57,0.5991897893809817,0.9967689520225197,0.0032310479774802403,1.1234308023284802,0.8870973784073933,0.28972948448020097,0.25208868991945466,0.35675195790948544,0.3,0.9345893999561667,350,1,1.3403941152427532,0.9422336345449258,0.0032310479774802403,0.5388272958015213,0.11290262159260667,0.0
S4,14,Max-SINR,0.27718150655775325,0.6116178027512451,1.9341155168635977,0.06675628726263817,0.87,0.13,0.12249264652915798,0.9974275408393215,0.0025724591606784285,1.0156177966636877,0.9726337173880923,0.4472346446630384,0.2942302783738989,0.16773868863341376,0.94,0.0016983000095933676,1,1,0.621207783328106,0.59177909108119,0.0025724591606784285,0.1139730513585055,0.027366282611907655,0.0
S4,0,RFOTO-ABC,0.390829830208138,0.8681247536346964,2.6217857666195448,0.09721916158324072,0.8,0.2,0.22369208231833682,0.9894325453440181,0.010567454655981792,1.1212279416291262,0.9532102180308745,0.4365819254908829,0.22920549745185897,0.22155480136009956,0.75,0.884229899966158,350,1,0.8445712830734601,0.6960944205255479,0.010567454655981792,0.2645635525375024,0.04678978196912553,0.1
S4,0,RFOTO-ABC-R,0.39128241912267364,0.867904630430485,2.6217857666195448,0.0974822499474266,0.8,0.2,0.22369208231833682,0.9893356605679494,0.010664339432050564,1.1209365199057135,0.9532217249781878,0.4365819254908829,0.22920549745185897,0.2215262192455009,0.76,0.8130831000162289,350,1,0.8442703272651476,0.6994956002155277,0.010664339432050564,0.2645635525375024,0.0467782750218122,0.1
S4,0,Standard-ABC,0.7863872004315235,1.7298474833959858,4.3548191250237664,0.16357946958496117,0.31,0.69,0.7637053081134074,0.9977383780210072,0.0022616219789929693,1.136925785201232,0.8721668848179099,0.2784595107971174,0.2111831078409376,0.38284403929881067,0.21,0.9244678999530151,350,1,1.6829773171908613,0.9344244806613416,0.0022616219789929693,0.8234076294459799,0.12783311518209006,0.1
S4,0,Max-SINR,0.42376088418819785,0.8989362544896409,2.6217857666195448,0.10512212080089023,0.75,0.25,0.23310041147977187,0.9893407300602058,0.01065926993979422,1.1141190225104305,0.9522948229090399,0.4365819254908829,0.22920549745185897,0.2238190481865957,0.79,0.0015644000377506018,1,1,0.9029183033184658,0.8021748055877046,0.01065926993979422,0.27366982787529137,0.047705177090960116,0.1
S4,1,RFOTO-ABC,0.38182849804038893,0.8038748537321405,2.6126865651142097,0.08289914685814814,0.8,0.2,0.21715934148794303,0.992082016008792,0.007917983991208079,1.1243801173075316,0.955514186665972,0.4106134626899117,0.2328497997645052,0.2157705645391153,0.68,0.9155740999849513,350,1,0.8234329448928958,0.6608019613192408,0.007917983991208079,0.2743739952837322,0.04448581333402801,0.1
S4,1,RFOTO-ABC-R,0.38182849804038893,0.8038748537321405,2.6126865651142097,0.08289914685814814,0.8,0.2,0.21715934148794303,0.992082016008792,0.007917983991208079,1.1243801173075316,0.955514186665972,0.4106134626899117,0.2328497997645052,0.2157705645391153,0.68,0.7949960000114515,350,1,0.8234329448928958,0.6608019613192408,0.007917983991208079,0.2743739952837322,0.04448581333402801,0.1
