scenario,reference,comparator,n,reference_mean,comparator_mean,mean_paired_difference,mean_relative_gain_pct,ci_low_pct,ci_high_pct,p_raw,wins,ties,losses,p_holm
S1,RFOTO-ABC-T16,RFOTO-ABC,20,0.13819852101483326,0.1530843674739069,0.014885846459073631,8.86286875080609,4.104693655895017,13.012809902482864,0.0011624285733496413,19,0,1,0.016274000026894976
S2,RFOTO-ABC-T16,RFOTO-ABC,20,0.17615810160649586,0.1944266297194196,0.018268528112923725,9.37934044117134,8.29085179845263,10.441898030654244,8.857457687863547e-05,20,0,0,0.0021257898450872514
S3,RFOTO-ABC-T16,RFOTO-ABC,20,0.31681419606818534,0.346512527167918,0.029698331099732682,8.39904499070856,6.72562751925809,10.243514809573506,8.857457687863547e-05,20,0,0,0.0021257898450872514
S4,RFOTO-ABC-T16,RFOTO-ABC,20,0.252222987529771,0.27543723401550985,0.0232142464857388,8.362965328649368,6.891265400452548,9.78597358683386,0.00010334649564653764,19,0,1,0.0021257898450872514
S5,RFOTO-ABC-T16,RFOTO-ABC,20,0.313542923784997,0.33945218060384824,0.025909256818851367,7.620040347862577,6.273532996385612,8.947850486547859,8.857457687863547e-05,20,0,0,0.0021257898450872514
S6,RFOTO-ABC-T16,RFOTO-ABC,20,0.3535873807814423,0.3795052109036333,0.02591783012219096,6.88988985988931,5.878494913194327,8.041598445723052,8.857457687863547e-05,20,0,0,0.0021257898450872514
