suite,scenario,budget,initialization,algorithm,theta,objective_mean,objective_std,violation_rate_mean,violation_rate_std,jain_mean,jain_std,r_hat_mean,r_hat_std,initial_objective_mean,initial_objective_std,initial_to_final_gain_pct_mean,initial_to_final_gain_pct_std,scout_count_mean,scout_count_std,accepted_neighbors_mean,accepted_neighbors_std,runtime_s_mean,runtime_s_std
frozen_test,S1,320,greedy,RFOTO-ABC-T16,1.6,0.13819852101483326,0.036957690587588916,0.0325,0.04063638504436245,0.9944301412102595,0.008168075102281026,0.0010024654392855753,0.0015210184448479183,0.15819032022652743,0.06423860647208521,9.085007697457062,14.799621991064507,0.05,0.22360679774997896,72.45,10.08111835901261,0.3307981399997516,0.023004073489858813
frozen_test,S2,320,greedy,LSHADE-lite,0.8,0.20208517056457023,0.03368906681549249,0.037,0.02273416163537063,0.9935279626312866,0.007106365054709185,0.001270515378624955,0.0008107219982927442,0.20534384673159606,0.03630205192401255,1.3694317079371123,3.2679905151169613,-1.0,0.0,-1.0,0.0,0.509863220000625,0.024719029316861627
frozen_test,S2,320,greedy,Offload-then-Allocate,0.8,0.18845446365811172,0.031594361616250566,0.03,0.021026299321513873,0.9946036614123497,0.005562173860067652,0.0015418507199061449,0.0010415087534574935,0.20534384673159606,0.03630205192401255,7.733465842326306,8.168386879194614,-1.0,0.0,-1.0,0.0,0.00206754000100768,0.00017494854942155488
frozen_test,S2,320,greedy,Plain-ABC,0.8,0.19694670520722685,0.03286543048603566,0.037,0.020799797569865153,0.9939320373800695,0.006198721397401942,0.001308417356507805,0.0008501170551397132,0.20534384673159606,0.03630205192401255,3.759822495158617,5.537689173168965,0.0,0.0,64.5,10.570564890546919,0.4778988949998165,0.030245263223433013
frozen_test,S2,320,greedy,RFOTO-ABC,0.8,0.1944266297194196,0.03276427295399526,0.028999999999999998,0.02381949665825522,0.994973401596748,0.005778478774009951,0.0012952234865670751,0.0009431397722362767,0.20534384673159606,0.03630205192401255,4.9025228832688015,6.5203627628241,0.1,0.3077935056255462,82.5,10.625193496690086,0.5295629050000571,0.02456517490636098
frozen_test,S2,320,greedy,RFOTO-ABC-T16,1.6,0.17615810160649586,0.029609223923622766,0.023,0.020799797569865153,0.9956517993072271,0.005910388597228876,0.00166652394018026,0.001177530160858943,0.17936889376090082,0.030519913072154844,1.707136552892348,2.5874032720922706,0.0,0.0,80.9,11.880545796429244,0.5058296600000176,0.022688673685535586
frozen_test,S3,320,greedy,LSHADE-lite,0.8,0.352750053722639,0.03427481627540237,0.284,0.05133994033580688,0.9719356952307179,0.008047977746660266,0.00121339043399964,0.0006191784706932353,0.353328220914755,0.0349544830518906,0.14847011793429096,0.34031589526568745,-1.0,0.0,-1.0,0.0,0.6166403049996007,0.02767264534416509
frozen_test,S3,320,greedy,Offload-then-Allocate,0.8,0.36446124519894607,0.043778286139005224,0.20550000000000002,0.04370655737866729,0.97865806878313,0.006586205160873902,0.002309752728442925,0.0009306449316376947,0.353328220914755,0.0349544830518906,-3.054046075411873,4.989634307357246,-1.0,0.0,-1.0,0.0,0.0037588900009722648,0.0003816755728557009
frozen_test,S3,320,greedy,Plain-ABC,0.8,0.3507498385758451,0.033582347058751176,0.2855,0.05826211190997565,0.9719222551052976,0.008122919532348161,0.00115505803548685,0.0005279498031812355,0.353328220914755,0.0349544830518906,0.6992319010010353,0.9105729584686925,0.0,0.0,55.35,6.5395557550711505,0.5700132050013054,0.032871139677998686
frozen_test,S3,320,greedy,RFOTO-ABC,0.8,0.346512527167918,0.03373540750223001,0.2855,0.06073887162530918,0.9735762204038968,0.007160302076053025,0.001177123664445555,0.000583016380794695,0.353328220914755,0.0349544830518906,1.8979668159565968,1.9219876946727292,0.0,0.0,73.9,7.880021373201045,0.63493575999928,0.03751905260187627
frozen_test,S3,320,greedy,RFOTO-ABC-T16,1.6,0.31681419606818534,0.027234406541186983,0.1975,0.04216196839507577,0.9780727112414958,0.0071844305502815,0.00132589753493974,0.0006740483185839781,0.3261094426193554,0.033200438197926195,2.65459746406259,3.5693150778685205,0.1,0.3077935056255462,72.3,8.77256488929219,0.6363217250000162,0.029198544853231215
frozen_test,S4,320,greedy,LSHADE-lite,0.8,0.2916987322201472,0.032710358629722436,0.1305,0.04273233707134385,0.9788560399138924,0.006693774007488411,0.001631655563961425,0.0006620904938316041,0.2921679400632756,0.03267304914246326,0.1616872855525262,0.3650903060486421,-1.0,0.0,-1.0,0.0,0.8353035899988754,0.025263799170414224
frozen_test,S4,320,greedy,Offload-then-Allocate,0.8,0.272567273139831,0.03235655217113611,0.11000000000000001,0.03524351377428043,0.982617972069584,0.007363566590603466,0.00231435369874083,0.0009173367185774554,0.2921679400632756,0.03267304914246326,6.4425954268197305,8.465189551886546,-1.0,0.0,-1.0,0.0,0.0039990649998798795,0.00032562339342182353
frozen_test,S4,320,greedy,Plain-ABC,0.8,0.2879792098626638,0.03215612205162465,0.136,0.04210263149670539,0.9789450468584004,0.007306328777640007,0.001659290041509335,0.000688885259106542,0.2921679400632756,0.03267304914246326,1.4141721078013378,1.3256103730624764,0.0,0.0,45.0,7.0037583895325355,0.774034920000122,0.03666932946731223
frozen_test,S4,320,greedy,RFOTO-ABC,0.8,0.2754372340155098,0.03031907101578089,0.12250000000000001,0.03891623933797466,0.9824513243636446,0.006927506189522972,0.001661844320478985,0.0007163757191643028,0.2921679400632756,0.03267304914246326,5.566984309075724,5.509601434011978,0.1,0.3077935056255462,68.35,7.842361352229788,0.846414925001227,0.035547870429510485
frozen_test,S4,320,greedy,RFOTO-ABC-T16,1.6,0.252222987529771,0.027728454689546694,0.1025,0.036831765466352834,0.983552565028109,0.00708129679164474,0.001910100364731885,0.000680531107040266,0.26039164261626885,0.02780588847025979,3.100005843607627,3.919977979128755,0.0,0.0,66.1,8.34707638700679,0.850550044999909,0.029325655208329266
frozen_test,S5,320,greedy,LSHADE-lite,0.8,0.34449564825508633,0.026155267230201604,0.26066666666666666,0.051317153977960044,0.9731485721243074,0.006930640090494311,0.001322347042278215,0.0004066395800576785,0.34449564825508633,0.026155267230201604,-1.4683129924283693e-15,7.65032645743406e-15,-1.0,0.0,-1.0,0.0,0.9550103599995055,0.03595802905071672
frozen_test,S5,320,greedy,Offload-then-Allocate,0.8,0.3618526383419654,0.03800704932853769,0.1983333333333333,0.06371996483150831,0.9779536969496725,0.006617155133756633,0.0026336091260807802,0.000775365468384459,0.34449564825508633,0.026155267230201604,-4.906910512639331,5.143115504151096,-1.0,0.0,-1.0,0.0,0.0056504299991501795,0.0006723485898308584
frozen_test,S5,320,greedy,Plain-ABC,0.8,0.3427180084081787,0.025057329638209707,0.26066666666666666,0.05275564325014759,0.973177397721623,0.006923639288045249,0.00128590163484125,0.0003822502229840613,0.34449564825508633,0.026155267230201604,0.49612959920223,0.6254759514890682,0.0,0.0,42.2,5.827340279822529,0.885848205000002,0.039918340542361874
frozen_test,S5,320,greedy,RFOTO-ABC,0.8,0.3394521806038483,0.025416302398022027,0.25599999999999995,0.05042045440317077,0.9748008654601594,0.00720544036041484,0.0014336756944847199,0.0004472953948461524,0.34449564825508633,0.026155267230201604,1.4444103344428332,1.5048261146631352,0.05,0.22360679774997896,69.75,9.791913957310308,0.9778313799997704,0.055340126815841544
frozen_test,S5,320,greedy,RFOTO-ABC-T16,1.6,0.31354292378499693,0.024912156787688985,0.19599999999999998,0.03685914392966921,0.9769295281347518,0.006584736645253246,0.001558337719593745,0.0004552136401950757,0.31860691373331396,0.024979597001921698,1.5863918028613813,1.7412623500484796,0.05,0.22360679774997896,71.1,7.587385653348035,0.9576752700006181,0.03903693464843603
frozen_test,S6,320,greedy,LSHADE-lite,0.8,0.3847908451870936,0.02716980084542642,0.322,0.04152995114499008,0.9647765391270047,0.007249605992923955,0.001321684945767665,0.0005260219014610645,0.38511572599461624,0.027024684483659727,0.08637106099615993,0.3613052441637766,-1.0,0.0,-1.0,0.0,1.242023755000264,0.06597209036044427
frozen_test,S6,320,greedy,Offload-then-Allocate,0.8,0.4035685701397803,0.035658416251851226,0.24575,0.041175970253483886,0.9718400760324657,0.005697093027301382,0.0028924319166529046,0.0007159724920280183,0.38511572599461624,0.027024684483659727,-4.920651990488922,7.565289521003744,-1.0,0.0,-1.0,0.0,0.007467929999984291,0.0007037799574073551
frozen_test,S6,320,greedy,Plain-ABC,0.8,0.3825911074082095,0.02716191999593477,0.31925,0.03843227125326072,0.964880147892203,0.007347773704650071,0.001351479202078685,0.0005518264924661608,0.38511572599461624,0.027024684483659727,0.6578332578362915,0.7531140316856355,0.1,0.3077935056255462,39.15,5.7516587996306265,1.162234354999964,0.08226251051295158
frozen_test,S6,320,greedy,RFOTO-ABC,0.8,0.3795052109036333,0.026846031091742144,0.31925,0.03937922909619393,0.9659513817398538,0.007046880192906162,0.0013322606956910998,0.00055227345436016,0.38511572599461624,0.027024684483659727,1.4481825346738557,1.4766013653476462,0.1,0.30779350562554625,62.5,5.790191343079578,1.270847615000457,0.08972527761864922
frozen_test,S6,320,greedy,RFOTO-ABC-T16,1.6,0.35358738078144236,0.029711191577065435,0.24525000000000002,0.035890000073323464,0.9692812839640466,0.007475073153478814,0.001630630250453935,0.0006389955912414915,0.35693703162714774,0.029401561083337076,0.9453170240820908,1.0358505285763144,0.0,0.0,63.95,7.90386314605579,1.2731121700006043,0.07576915184120973
