suite,scenario,budget,initialization,algorithm,theta,objective_mean,objective_std,violation_rate_mean,violation_rate_std,jain_mean,jain_std,r_hat_mean,r_hat_std,initial_objective_mean,initial_objective_std,initial_to_final_gain_pct_mean,initial_to_final_gain_pct_std,scout_count_mean,scout_count_std,accepted_neighbors_mean,accepted_neighbors_std,runtime_s_mean,runtime_s_std
controlled,S4,1000,greedy,DE-RK,0.8,0.3058836628644911,0.03961093208128374,0.144,0.02980639281482379,0.9789917196449144,0.007098778923644797,0.00176311904555515,0.00071876976175437,0.3058836628644911,0.03961093208128373,-7.822680329582937e-16,7.582263981066067e-15,-1.0,0.0,-1.0,0.0,2.4166196650006895,0.1467183827010858
controlled,S4,1000,greedy,LSHADE-lite,0.8,0.2997610407616765,0.03325429070801525,0.149,0.04506136167260676,0.9793958117174923,0.007436186514965717,0.00188005645030619,0.0007794062159587464,0.3058836628644911,0.03961093208128373,1.773223777416027,2.8441394070104087,-1.0,0.0,-1.0,0.0,2.3975052950001556,0.10368901348128538
controlled,S4,1000,greedy,No-fair-selection,0.8,0.29166360520627727,0.03369592914153637,0.138,0.035481648332920675,0.9811943825663227,0.006482852970495144,0.001731855852208945,0.000764004433120979,0.3058836628644911,0.03961093208128373,4.363081295546927,5.188446231252837,1.1,0.7181848464596078,193.25,17.53755369125592,2.6211104199996043,0.10927204479778654
controlled,S4,1000,greedy,No-risk-sampling,0.8,0.2940875003004913,0.03542766007160109,0.1385,0.025807995497111887,0.9794833185372713,0.00636412935550452,0.00187827364292469,0.0007215648003227359,0.3058836628644911,0.03961093208128373,3.7377304670935834,2.6420543255760216,0.25,0.44426165831931924,182.65,15.62479473549384,2.6164353550011583,0.11425472694477057
controlled,S4,1000,greedy,Plain-ABC,0.8,0.29323426021513443,0.03391664959072634,0.142,0.027260922485067198,0.9793820801744971,0.005870285084933813,0.0018169580292639702,0.0007981521321028939,0.3058836628644911,0.03961093208128373,3.949981326833047,3.0294476647576265,0.65,0.6708203932499369,136.9,10.078115947568353,2.420081970000683,0.11315361256927368
controlled,S4,1000,greedy,RFOTO-ABC,0.8,0.29336955910622764,0.0347198051465547,0.144,0.037472797150943905,0.9808163050826542,0.006990455950669437,0.00168861316994217,0.0007337128093624605,0.3058836628644911,0.03961093208128373,3.877239963277251,4.265585963804478,1.25,0.7863975156570493,189.95,13.820179753572404,2.5980017949998,0.09090386646883845
controlled,S4,1000,greedy,Random-scout,0.8,0.2931837395755999,0.034092548958218005,0.14150000000000001,0.032811262507992905,0.9805586331479121,0.007557394145386766,0.00166770921107966,0.0007521622657210628,0.3058836628644911,0.03961093208128373,3.9189593320836087,4.317575720644523,1.35,0.9880869341680844,189.1,16.51761420264343,2.6194110999993425,0.10705385033779641
controlled,S4,1000,greedy,Uniform-allocation,0.8,0.2728229407182039,0.030641014166790576,0.1165,0.02601113122046831,0.9815343776281363,0.005566842482230512,0.00197079997013328,0.0007651084877523725,0.27642801854946286,0.031246798685515456,1.2825476423427682,1.517350237560241,2.65,1.0894228312566054,189.0,16.638572813290143,1.730955840000388,0.062303398738858325
controlled,S4,1000,random,DE-RK,0.8,0.6817720591487761,0.04018121140564478,0.6395000000000001,0.03363503812207866,0.8869328815317268,0.012033057683052201,0.00218285100889273,0.000813289369063688,0.7116581675936662,0.04988188469303591,4.0855374165497285,3.1767614146123453,-1.0,0.0,-1.0,0.0,2.716994530000375,0.09584404348918556
controlled,S4,1000,random,LSHADE-lite,0.8,0.5559019872578708,0.0251203996568087,0.5585,0.024338619949632108,0.9100858841332002,0.0073022503403895765,0.00187160826260283,0.0009241511740350138,0.7116581675936662,0.04988188469303591,21.632336182957445,4.868024453292947,-1.0,0.0,-1.0,0.0,2.868301875000543,0.11225860926987684
