scenario,run,algorithm,objective,delay_mean_s,delay_p95_s,energy_mean_j,success_rate,violation_rate,violation_mean,reliability_mean,link_failure_rate,attempts_mean,jain,utility_p05,utility_min,utility_cv,offload_rate,runtime_s,evaluations,feasible,t_hat,e_hat,r_hat,v_hat,fairness_loss,suite,budget,initialization,theta,wireless_seed,task_seed,init_seed,optimizer_seed,population_sha256,initial_objective,initial_to_final_gain_pct,scout_count,accepted_neighbors
S2,0,RFOTO-ABC,0.5031799939538492,1.1797916529194012,4.415281133692959,0.1030026825614262,0.52,0.48,0.4400596882969036,0.9954899699553033,0.004510030044696783,1.0455382367560355,0.9173776360965824,0.33660535824818266,0.21967080582476192,0.30010603837378125,0.58,0.35424309999507386,320,1,1.0914051696682114,0.8153609046596126,0.004510030044696783,0.37891682097360985,0.0826223639034176,controlled,320,random,0.8,910020000,1010020000,1110020000,1210020000,c931a14b8107afa5c5ae8f9995f679974322d3470a74a08282004685293de8d4,0.608728015479499,17.339110216984007,0,82
S2,0,DE-RK,0.24332368655708456,0.6077592154089069,1.3231358135522542,0.06516344911775199,0.94,0.06,0.09963681678952051,0.9994610305320296,0.0005389694679703027,1.0174108671815516,0.9770453286799629,0.6810609397340202,0.3421567671168777,0.15327742046651596,0.92,0.7393738000027952,1000,1,0.5313006787920544,0.5324182108080522,0.0005389694679703027,0.10833916258505391,0.022954671320037145,controlled,1000,greedy,0.8,910020000,1010020000,1110020000,1210020000,228d560a7c6bfc4e9dc913f7e1693d6e6e61804407fed52a91be7dcee290f5c7,0.24332368655708456,0.0,-1,-1
S2,0,LSHADE-lite,0.24186960769827467,0.6076691999428313,1.319842830756403,0.0644450803981613,0.94,0.06,0.09963681678952051,0.9993788469132977,0.0006211530867022819,1.01809044853866,0.9770443319088556,0.6791895940049397,0.3421567671168777,0.1532808265356187,0.92,0.7844614999994519,1000,1,0.5347730386283592,0.516826510426062,0.0006211530867022819,0.10833916258505391,0.022955668091144354,controlled,1000,greedy,0.8,910020000,1010020000,1110020000,1210020000,228d560a7c6bfc4e9dc913f7e1693d6e6e61804407fed52a91be7dcee290f5c7,0.24332368655708456,0.5975903453479652,-1,-1
S2,0,No-fair-selection,0.24332368655708456,0.6077592154089069,1.3231358135522542,0.06516344911775197,0.94,0.06,0.09963681678952051,0.9994610305320296,0.0005389694679703027,1.0174108671815516,0.9770453286799629,0.6810609397340202,0.3421567671168777,0.15327742046651596,0.92,0.8823055000029854,1000,1,0.5313006787920544,0.5324182108080521,0.0005389694679703027,0.10833916258505391,0.022954671320037145,controlled,1000,greedy,0.8,910020000,1010020000,1110020000,1210020000,228d560a7c6bfc4e9dc913f7e1693d6e6e61804407fed52a91be7dcee290f5c7,0.24332368655708456,0.0,1,202
S2,0,No-risk-sampling,0.24226708050835535,0.6104402835218476,1.3231358135522542,0.0644750677552514,0.94,0.06,0.09963681678952051,0.9994697068069178,0.0005302931930821653,1.017311464907438,0.9770450855547297,0.6810609397340202,0.3421567671168777,0.15327825125671107,0.92,0.9376982999965549,1000,1,0.5347282015754256,0.51967295775219,0.0005302931930821653,0.10833916258505391,0.022954914445270314,controlled,1000,greedy,0.8,910020000,1010020000,1110020000,1210020000,228d560a7c6bfc4e9dc913f7e1693d6e6e61804407fed52a91be7dcee290f5c7,0.24332368655708456,0.4342388789516057,1,199
S2,0,Plain-ABC,0.2384794968370197,0.6115269585474392,1.4208909460022379,0.06518169172374373,0.92,0.08,0.09974761865238028,0.9995544153603302,0.00044558463966985594,1.0167336638816313,0.9770480036317838,0.6829642435769494,0.3421567671168777,0.15326827954202724,0.92,0.7855869999984861,1000,1,0.5349877947950722,0.4939901887849993,0.00044558463966985594,0.10840841374934126,0.02295199636821621,controlled,1000,greedy,0.8,910020000,1010020000,1110020000,1210020000,228d560a7c6bfc4e9dc913f7e1693d6e6e61804407fed52a91be7dcee290f5c7,0.24332368655708456,1.9908418241593608,0,181
S2,0,RFOTO-ABC,0.23693424191181828,0.6066185555772164,1.2848808767596909,0.06084973513044516,0.94,0.06,0.09963681678952051,0.9994577601739791,0.0005422398260206896,1.01803655038729,0.9770453702593539,0.6810609397340202,0.3421567671168777,0.15327727838397898,0.9,0.8490587000051164,1000,1,0.5450728838562217,0.46686391916798875,0.0005422398260206896,0.10833916258505391,0.022954629740646104,controlled,1000,greedy,0.8,910020000,1010020000,1110020000,1210020000,228d560a7c6bfc4e9dc913f7e1693d6e6e61804407fed52a91be7dcee290f5c7,0.24332368655708456,2.6259032713476884,2,189
S2,0,Random-scout,0.2403469572685837,0.6173929454052848,1.450861320097324,0.06442732522910538,0.92,0.08,0.10047510225733639,0.9994330847247315,0.0005669152752684892,1.0176709865082483,0.9770361697442772,0.6711532989008436,0.3421567671168777,0.15330871490361228,0.9,0.8680192999963765,1000,1,0.5396520212768329,0.49773481070235776,0.0005669152752684892,0.10886309100243882,0.022963830255722795,controlled,1000,greedy,0.8,910020000,1010020000,1110020000,1210020000,228d560a7c6bfc4e9dc913f7e1693d6e6e61804407fed52a91be7dcee290f5c7,0.24332368655708456,1.2233619055424327,1,187
S2,0,Uniform-allocation,0.23358622294028492,0.5393232319602896,1.2571873675964678,0.059206600069926625,0.94,0.06,0.09963681678952051,0.9996436215161991,0.0003563784838008721,1.0154662944180726,0.977044606600869,0.6846626916939231,0.3421567671168777,0.15327988789169616,0.92,0.636999400005152,1000,1,0.5290022146910127,0.4715752927642562,0.0003563784838008721,0.10833916258505391,0.022955393399130997,controlled,1000,greedy,0.8,910020000,1010020000,1110020000,1210020000,228d560a7c6bfc4e9dc913f7e1693d6e6e61804407fed52a91be7dcee290f5c7,0.23358622294028492,0.0,3,142
S2,0,DE-RK,0.5036382298929458,1.0878034226074584,3.7671637997954903,0.13134333418534525,0.48,0.52,0.32625797241141763,0.9970170729233803,0.002982927076619779,1.0449896948578816,0.9363199223174178,0.39503004083249366,0.33206329644652305,0.2607892349013433,0.5,0.8990918999988935,1000,1,1.1243998336032506,0.8872665947789211,0.002982927076619779,0.31719874083033506,0.06368007768258221,controlled,1000,random,0.8,910020000,1010020000,1110020000,1210020000,c931a14b8107afa5c5ae8f9995f679974322d3470a74a08282004685293de8d4,0.608728015479499,17.263832600800086,-1,-1
S2,0,LSHADE-lite,0.4135742047572478,0.9407473989554522,2.466516196836263,0.09583042273003002,0.6,0.4,0.2608163710468719,0.9981606723872553,0.0018393276127447388,1.0322498129858473,0.9465113071762172,0.4132352120676825,0.31648729693239047,0.23772129588208657,0.68,0.9254537999950117,1000,1,0.9528568942299346,0.7098513724113618,0.0018393276127447388,0.2419644235677741,0.05348869282378277,controlled,1000,random,0.8,910020000,1010020000,1110020000,1210020000,c931a14b8107afa5c5ae8f9995f679974322d3470a74a08282004685293de8d4,0.608728015479499,32.059278653131685,-1,-1
S2,0,Plain-ABC,0.47375031093492215,1.0973046250435146,3.7671637997954903,0.11449817241300515,0.58,0.42,0.3709685738146824,0.9954406159301761,0.004559384069823928,1.0570779595715847,0.9244021809497085,0.38930594335603075,0.33206329644652305,0.28597242132611433,0.58,0.8366897999949288,1000,1,1.0354924879913738,0.7707005366262571,0.004559384069823928,0.3480822350865265,0.0755978190502915,controlled,1000,random,0.8,910020000,1010020000,1110020000,1210020000,c931a14b8107afa5c5ae8f9995f679974322d3470a74a08282004685293de8d4,0.608728015479499,22.173729664512646,0,230
S2,0,RFOTO-ABC,0.41075537077222185,0.8646091134781632,2.09593173986452,0.10134179059654323,0.6,0.4,0.22973775065388646,0.9976155400108879,0.0023844599891120442,1.0397178054336877,0.9530344427832238,0.45640098349774594,0.3421567671168777,0.22199103778289925,0.58,0.9233834000042407,1000,1,0.9244426008186718,0.7601752870268678,0.0023844599891120442,0.23238680773273948,0.0469655572167762,controlled,1000,random,0.8,910020000,1010020000,1110020000,1210020000,c931a14b8107afa5c5ae8f9995f679974322d3470a74a08282004685293de8d4,0.608728015479499,32.522348187200286,0,202
S2,1,DE-RK,0.1655688177719834,0.4885482209114306,0.9951760105804375,0.05409517266474899,1.0,0.0,0.0,0.9988592587938004,0.0011407412061995026,1.0154132563917504,0.9999892248483508,0.9911467596107926,0.984760625539701,0.003282570296859252,0.98,0.3061560999994981,320,1,0.3945335545327048,0.44470443083213285,0.0011407412061995026,0.0,1.07751516491561e-05,controlled,320,greedy,0.8,910020001,1010020001,1110020001,1210020001,e26347636362f96ef4771d04f6c4089fa3d5c257f9cc1388fbb423a1d9aa6839,0.1655688177719834,0.0,-1,-1
S2,1,LSHADE-lite,0.1655688177719834,0.4885482209114306,0.9951760105804375,0.05409517266474899,1.0,0.0,0.0,0.9988592587938004,0.0011407412061995026,1.0154132563917504,0.9999892248483508,0.9911467596107926,0.984760625539701,0.003282570296859252,0.98,0.3371502000009059,320,1,0.3945335545327048,0.44470443083213285,0.0011407412061995026,0.0,1.07751516491561e-05,controlled,320,greedy,0.8,910020001,1010020001,1110020001,1210020001,e26347636362f96ef4771d04f6c4089fa3d5c257f9cc1388fbb423a1d9aa6839,0.1655688177719834,0.0,-1,-1
S2,1,No-fair-selection,0.16118991087373533,0.46681609911717076,0.9748281026852992,0.05219885376737118,1.0,0.0,0.0,0.9985486537466893,0.001451346253310617,1.0148878147587552,0.9999795983559069,0.9880551218653689,0.9752426759435093,0.004516863992685565,0.98,0.2278463000038755,320,1,0.38469734311760045,0.4314816373137276,0.001451346253310617,0.0,2.04016440931154e-05,controlled,320,greedy,0.8,910020001,1010020001,1110020001,1210020001,e26347636362f96ef4771d04f6c4089fa3d5c257f9cc1388fbb423a1d9aa6839,0.1655688177719834,2.6447654559438716,0,96
S2,1,No-risk-sampling,0.16121319081955038,0.4611452524728876,0.9647522966404634,0.05264163342297655,1.0,0.0,0.0,0.9988164776581177,0.001183522341882457,1.01477655021715,0.9999885761714691,0.9898524262747973,0.9854137153215674,0.003379934768013582,0.98,0.24996240000473335,320,1,0.38406518508198384,0.43305651004265544,0.001183522341882457,0.0,1.1423828530920943e-05,controlled,320,greedy,0.8,910020001,1010020001,1110020001,1210020001,e26347636362f96ef4771d04f6c4089fa3d5c257f9cc1388fbb423a1d9aa6839,0.1655688177719834,2.6307048700628317,0,84
S2,1,Plain-ABC,0.1579890420510185,0.47696648844899686,0.8988633849039328,0.051353827843739014,1.0,0.0,0.0,0.9986951909687256,0.0013048090312743432,1.0163281082343332,0.9999861169825119,0.9876374152604834,0.9840713684679758,0.003726018012369405,0.96,0.20267849999800092,320,1,0.3897477178821349,0.4019271221440446,0.0013048090312743432,0.0,1.3883017488058869e-05,controlled,320,greedy,0.8,910020001,1010020001,1110020001,1210020001,e26347636362f96ef4771d04f6c4089fa3d5c257f9cc1388fbb423a1d9aa6839,0.1655688177719834,4.578021286232507,0,63
S2,1,RFOTO-ABC,0.16118991087373533,0.46681609911717076,0.9748281026852992,0.05219885376737118,1.0,0.0,0.0,0.9985486537466893,0.001451346253310617,1.0148878147587552,0.9999795983559069,0.9880551218653689,0.9752426759435093,0.004516863992685565,0.98,0.22236729999713134,320,1,0.38469734311760045,0.4314816373137276,0.001451346253310617,0.0,2.04016440931154e-05,controlled,320,greedy,0.8,910020001,1010020001,1110020001,1210020001,e26347636362f96ef4771d04f6c4089fa3d5c257f9cc1388fbb423a1d9aa6839,0.1655688177719834,2.6447654559438716,0,102
S2,1,Random-scout,0.16118991087373533,0.46681609911717076,0.9748281026852992,0.05219885376737118,1.0,0.0,0.0,0.9985486537466893,0.001451346253310617,1.0148878147587552,0.9999795983559069,0.9880551218653689,0.9752426759435093,0.004516863992685565,0.98,0.23143819999677362,320,1,0.38469734311760045,0.4314816373137276,0.001451346253310617,0.0,2.04016440931154e-05,controlled,320,greedy,0.8,910020001,1010020001,1110020001,1210020001,e26347636362f96ef4771d04f6c4089fa3d5c257f9cc1388fbb423a1d9aa6839,0.1655688177719834,2.6447654559438716,0,102
S2,1,Uniform-allocation,0.14084657592554833,0.3763658338193005,0.7488228327289396,0.042822167960665646,1.0,0.0,0.0,0.9981480465087016,0.0018519534912983281,1.0191248423151804,0.9999708123241321,0.9834097406264566,0.9766465125820392,0.005402640818396161,0.98,0.17364919999818085,320,1,0.3742545016758734,0.31272121104626754,0.0018519534912983281,0.0,2.9187675867903273e-05,controlled,320,greedy,0.8,910020001,1010020001,1110020001,1210020001,e26347636362f96ef4771d04f6c4089fa3d5c257f9cc1388fbb423a1d9aa6839,0.14158528931600792,0.5217444510148435,0,69
S2,1,DE-RK,0.5218263963427128,1.1870196377886915,4.042469772770849,0.138854623289388,0.52,0.48,0.44104736424124213,0.9952890187518885,0.004710981248111439,1.07692220407605,0.9158383668603088,0.3005949568311957,0.2682025367471451,0.3031430811645607,0.58,0.4730436000027112,320,1,0.969033375973568,1.2513507979094582,0.004710981248111439,0.313195965769304,0.08416163313969116,controlled,320,random,0.8,910020001,1010020001,1110020001,1210020001,79de8f21663df1b8c357fb84220326882a1abe51d86ea4ef9bd59e75c117acaf,0.5218263963427128,0.0,-1,-1
S2,1,LSHADE-lite,0.34752498501734697,0.8510498358420159,2.6552598505769236,0.11873381895768986,0.7,0.3,0.18506747605322438,0.998595378876663,0.0014046211233371064,1.0325931842006812,0.9631187306429786,0.5045863324534426,0.29838675079158294,0.19568746867034062,0.6,0.568509400000039,320,1,0.774906949630225,0.7329459045254684,0.0014046211233371064,0.1521729892109993,0.03688126935702141,controlled,320,random,0.8,910020001,1010020001,1110020001,1210020001,79de8f21663df1b8c357fb84220326882a1abe51d86ea4ef9bd59e75c117acaf,0.5218263963427128,33.40218366624985,-1,-1
S2,1,Plain-ABC,0.49245625242848884,1.1148867990667939,3.4744073836996976,0.16199942290766728,0.62,0.38,0.3599489116965887,0.9949971259007753,0.005002874099224768,1.0555548777376849,0.9238416328855251,0.3738025708451979,0.347219714627401,0.2871177533477689,0.58,0.4588203000021167,320,1,1.020868082934232,0.9187272839815277,0.005002874099224768,0.34802323684274195,0.07615836711447488,controlled,320,random,0.8,910020001,1010020001,1110020001,1210020001,79de8f21663df1b8c357fb84220326882a1abe51d86ea4ef9bd59e75c117acaf,0.5218263963427128,5.628336189979724,0,81
S2,1,RFOTO-ABC,0.34232915737230796,0.8939125183618184,2.0232932591294914,0.11380527583417162,0.62,0.38,0.1544081718982409,0.9980952393465377,0.0019047606534623473,1.049355537849137,0.9739302080390683,0.6333479064467724,0.3032938753240558,0.16360812387733087,0.64,0.5478975000005448,320,1,0.7771212763988269,0.7386629911069653,0.0019047606534623473,0.131831874726897,0.026069791960931732,controlled,320,random,0.8,910020001,1010020001,1110020001,1210020001,79de8f21663df1b8c357fb84220326882a1abe51d86ea4ef9bd59e75c117acaf,0.5218263963427128,34.397884091037604,0,110
S2,1,DE-RK,0.1655688177719834,0.4885482209114306,0.9951760105804375,0.05409517266474899,1.0,0.0,0.0,0.9988592587938004,0.0011407412061995026,1.0154132563917504,0.9999892248483508,0.9911467596107926,0.984760625539701,0.003282570296859252,0.98,1.4728507999971043,1000,1,0.3945335545327048,0.44470443083213285,0.0011407412061995026,0.0,1.07751516491561e-05,controlled,1000,greedy,0.8,910020001,1010020001,1110020001,1210020001,e26347636362f96ef4771d04f6c4089fa3d5c257f9cc1388fbb423a1d9aa6839,0.1655688177719834,0.0,-1,-1
S2,1,LSHADE-lite,0.15598773427879223,0.4685063162222772,0.8782274387757125,0.05138046760686267,1.0,0.0,0.0,0.9988298250894921,0.0011701749105078485,1.0160291539406465,0.9999884239867338,0.9892430024614444,0.9851752593753933,0.0034023737700904205,0.98,1.3620296999943093,1000,1,0.39116107361195707,0.3864112966114099,0.0011701749105078485,0.0,1.1576013266179075e-05,controlled,1000,greedy,0.8,910020001,1010020001,1110020001,1210020001,e26347636362f96ef4771d04f6c4089fa3d5c257f9cc1388fbb423a1d9aa6839,0.1655688177719834,5.786768077541004,-1,-1
S2,1,No-fair-selection,0.14927095353610065,0.4391505189647418,0.882640996623808,0.048003938721032736,1.0,0.0,0.0,0.9985501124129363,0.0014498875870635431,1.0151761820791239,0.9999787458117513,0.9876824740526493,0.9754031671011368,0.004610275479673104,0.98,1.4293590000015683,1000,1,0.37469186652369035,0.36869880839685365,0.0014498875870635431,0.0,2.1254188248720496e-05,controlled,1000,greedy,0.8,910020001,1010020001,1110020001,1210020001,e26347636362f96ef4771d04f6c4089fa3d5c257f9cc1388fbb423a1d9aa6839,0.1655688177719834,9.843558983629213,0,271
S2,1,No-risk-sampling,0.15306536912121504,0.4508537029160206,0.8719210230877686,0.051331475684579825,0.98,0.02,0.0006134162480901357,0.998815625826403,0.0011843741735970803,1.0157234813150275,0.9999631934389837,0.9885565662075327,0.9617973928799686,0.006066952759733958,0.98,1.5048299000045517,1000,1,0.38039547129893464,0.3842259813722103,0.0011843741735970803,0.0003608330871118445,3.680656101634483e-05,controlled,1000,greedy,0.8,910020001,1010020001,1110020001,1210020001,e26347636362f96ef4771d04f6c4089fa3d5c257f9cc1388fbb423a1d9aa6839,0.1655688177719834,7.551813692351023,0,238
S2,1,Plain-ABC,0.15339368023494854,0.46413692785922345,0.8465228666543744,0.04972039593588753,1.0,0.0,0.0,0.9986275182274775,0.0013724817725224425,1.0154316059316522,0.9999842718203269,0.9864030583585676,0.9840713684679758,0.003965908099310321,0.96,1.3260414000033052,1000,1,0.3812320841310214,0.38539202413825163,0.0013724817725224425,0.0,1.572817967310236e-05,controlled,1000,greedy,0.8,910020001,1010020001,1110020001,1210020001,e26347636362f96ef4771d04f6c4089fa3d5c257f9cc1388fbb423a1d9aa6839,0.1655688177719834,7.353520850648406,0,203
S2,1,RFOTO-ABC,0.14945982730530732,0.43935055220289226,0.8399966616198692,0.04796685231682637,1.0,0.0,0.0,0.998534512098391,0.0014654879016091327,1.015793339883319,0.9999785110335793,0.9899614017127132,0.9740808479182212,0.004635669121729231,0.98,1.419816500005254,1000,1,0.37356304773136734,0.371818296314537,0.0014654879016091327,0.0,2.1488966420735167e-05,controlled,1000,greedy,0.8,910020001,1010020001,1110020001,1210020001,e26347636362f96ef4771d04f6c4089fa3d5c257f9cc1388fbb423a1d9aa6839,0.1655688177719834,9.729483294892468,0,288
S2,1,Random-scout,0.14945982730530732,0.43935055220289226,0.8399966616198692,0.04796685231682637,1.0,0.0,0.0,0.998534512098391,0.0014654879016091327,1.015793339883319,0.9999785110335793,0.9899614017127132,0.9740808479182212,0.004635669121729231,0.98,1.417844999996305,1000,1,0.37356304773136734,0.371818296314537,0.0014654879016091327,0.0,2.1488966420735167e-05,controlled,1000,greedy,0.8,910020001,1010020001,1110020001,1210020001,e26347636362f96ef4771d04f6c4089fa3d5c257f9cc1388fbb423a1d9aa6839,0.1655688177719834,9.729483294892468,0,288
S2,1,Uniform-allocation,0.14034039300103537,0.3730501970774579,0.7316096805621232,0.042484215212002976,1.0,0.0,0.0,0.9984506613573045,0.0015493386426955924,1.0188275280295314,0.9999741515850843,0.9856560971852352,0.9766465125820392,0.00508419935420107,0.98,1.0867060999953537,1000,1,0.37213924681168403,0.313278908715586,0.0015493386426955924,0.0,2.5848414915707885e-05,controlled,1000,greedy,0.8,910020001,1010020001,1110020001,1210020001,e26347636362f96ef4771d04f6c4089fa3d5c257f9cc1388fbb423a1d9aa6839,0.14158528931600792,0.879255409221241,3,192
S2,1,DE-RK,0.5218263963427128,1.1870196377886915,4.042469772770849,0.138854623289388,0.52,0.48,0.44104736424124213,0.9952890187518885,0.004710981248111439,1.07692220407605,0.9158383668603088,0.3005949568311957,0.2682025367471451,0.3031430811645607,0.58,1.6423591000057058,1000,1,0.969033375973568,1.2513507979094582,0.004710981248111439,0.313195965769304,0.08416163313969116,controlled,1000,random,0.8,910020001,1010020001,1110020001,1210020001,79de8f21663df1b8c357fb84220326882a1abe51d86ea4ef9bd59e75c117acaf,0.5218263963427128,0.0,-1,-1
S2,1,LSHADE-lite,0.2767456269205722,0.6933062977478337,1.9105712964525872,0.09567137010845395,0.86,0.14,0.0913310687250396,0.9972103609843185,0.002789639015681349,1.035984898912996,0.9809153797731929,0.6778196402009516,0.3399102936024007,0.13948451257275013,0.76,1.8140408999970532,1000,1,0.647465019099217,0.6244115460012716,0.002789639015681349,0.07118807763367933,0.019084620226807125,controlled,1000,random,0.8,910020001,1010020001,1110020001,1210020001,79de8f21663df1b8c357fb84220326882a1abe51d86ea4ef9bd59e75c117acaf,0.5218263963427128,46.965958629118916,-1,-1
S2,1,Plain-ABC,0.3412987860901075,0.8152977582874544,2.0056206585453884,0.10742755969848998,0.74,0.26,0.11841098570983118,0.9966253715332806,0.003374628466719516,1.0385784114398076,0.9752284761155642,0.5394264133330322,0.45760429638977657,0.15937609260691085,0.78,1.5694554000001517,1000,1,0.7835969298436316,0.7336192184132793,0.003374628466719516,0.1238640663647936,0.02477152388443582,controlled,1000,random,0.8,910020001,1010020001,1110020001,1210020001,79de8f21663df1b8c357fb84220326882a1abe51d86ea4ef9bd59e75c117acaf,0.5218263963427128,34.595338893903445,0,231
